LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	7259279	517404147	4328327	23759148	21.7770	1.0000
phylum	Bacteroidetes	976	6390615	451925349	3644179	10621348	42.5488	0.8805
phylum	Firmicutes	1239	740619	56909692	611121	11510454	4.9442	0.1020
phylum	Proteobacteria	1224	90876	6680862	44134	1418657	4.7093	0.0125
phylum	Verrucomicrobia	74201	30521	1436947	22565	31493	45.6275	0.0042
phylum	Actinobacteria	201174	5220	377590	5927	153067	2.4668	0.0007
phylum	Spirochaetes	203691	227	7314	6	303	24.1386	0.0000
phylum	Planctomycetes	203682	105	3154	0	120	26.2833	0.0000
phylum	Fibrobacteres	65842	40	1241	0	61	20.3443	0.0000
phylum	Cyanobacteria	1117	20	643	3	217	2.9631	0.0000
phylum	Candidatus Saccharibacteria	95818	17	1023	49	459	2.2288	0.0000
phylum	Chloroflexi	200795	11	718	40	152	4.7237	0.0000
phylum	Fusobacteria	32066	9	423	6	223	1.8969	0.0000
phylum	Synergistetes	508458	8	315	6	201	1.5672	0.0000
phylum	Acidobacteria	57723	4	126	0	122	1.0328	0.0000
class	Bacteroidia	200643	6389350	451881304	3643846	10617255	42.5610	0.8803
class	Clostridia	186801	716206	55064019	585373	10919975	5.0425	0.0987
class	Betaproteobacteria	28216	89697	6604238	43184	1381128	4.7818	0.0124
class	Verrucomicrobiae	203494	30521	1436947	22565	31493	45.6275	0.0042
class	Negativicutes	909932	20807	1634878	23021	521045	3.1377	0.0029
class	Actinobacteria	1760	3836	286009	4287	108567	2.6344	0.0005
class	Bacilli	91061	1606	96233	1243	31807	3.0255	0.0002
class	Coriobacteriia	84998	1382	91437	1635	44420	2.0585	0.0002
class	Erysipelotrichia	526524	1371	89506	1049	29597	3.0242	0.0002
class	Sphingobacteriia	117747	855	27769	23	1293	21.4764	0.0001
class	Gammaproteobacteria	1236	508	31704	342	14228	2.2283	0.0001
class	Deltaproteobacteria	28221	501	33768	502	17168	1.9669	0.0001
class	Flavobacteriia	117743	267	11434	286	1837	6.2243	0.0000
class	Tissierellia	1737404	255	8724	36	720	12.1167	0.0000
class	Spirochaetia	203692	227	7314	6	303	24.1386	0.0000
class	Alphaproteobacteria	28211	153	10063	69	5547	1.8141	0.0000
class	Cytophagia	768503	138	4412	14	829	5.3221	0.0000
class	Planctomycetia	203683	105	3154	0	120	26.2833	0.0000
class	Chitinivibrionia	296141	40	1241	0	61	20.3443	0.0000
class	Epsilonproteobacteria	29547	17	1089	37	586	1.8584	0.0000
class	Dehalococcoidia	301297	11	718	40	152	4.7237	0.0000
class	Fusobacteriia	203490	9	423	6	223	1.8969	0.0000
class	Synergistia	649775	8	315	6	201	1.5672	0.0000
class	Acidobacteriia	204432	4	126	0	122	1.0328	0.0000
order	Bacteroidales	171549	6389350	451881304	3643846	10617255	42.5610	0.8810
order	Clostridiales	186802	710603	54643364	582531	10744192	5.0859	0.0980
order	Burkholderiales	80840	89686	6603756	43181	1380855	4.7824	0.0124
order	Verrucomicrobiales	48461	30521	1436947	22565	31493	45.6275	0.0042
order	Veillonellales	1843489	20781	1633993	23015	520499	3.1393	0.0029
order	Bifidobacteriales	85004	2934	223775	3632	71998	3.1081	0.0004
order	Erysipelotrichales	526525	1371	89506	1049	29597	3.0242	0.0002
order	Coriobacteriales	84999	1278	84498	1528	41197	2.0511	0.0002
order	Lactobacillales	186826	1231	79505	1080	26512	2.9988	0.0002
order	Sphingobacteriales	200666	855	27769	23	1293	21.4764	0.0001
order	Desulfovibrionales	213115	481	33147	501	16920	1.9590	0.0001
order	Propionibacteriales	85009	461	32846	166	20551	1.5983	0.0001
order	Bacillales	1385	375	16728	163	5295	3.1592	0.0001
order	Pseudomonadales	72274	326	23398	262	9052	2.5848	0.0000
order	Flavobacteriales	200644	261	11150	281	1789	6.2325	0.0000
order	Tissierellales	1737405	253	8658	36	688	12.5843	0.0000
order	Spirochaetales	136	227	7314	6	303	24.1386	0.0000
order	Corynebacteriales	85007	196	13607	265	8218	1.6558	0.0000
order	Micrococcales	85006	143	9039	117	4886	1.8500	0.0000
order	Cytophagales	768507	138	4412	14	829	5.3221	0.0000
order	Eggerthellales	1643822	104	6939	107	3223	2.1530	0.0000
order	Actinomycetales	2037	102	6742	107	2914	2.3137	0.0000
order	Planctomycetales	112	100	3002	0	60	50.0333	0.0000
order	Xanthomonadales	135614	86	4532	43	3308	1.3700	0.0000
order	Sphingomonadales	204457	79	5476	19	3086	1.7745	0.0000
order	Chitinivibrionales	1505233	40	1241	0	61	20.3443	0.0000
order	Caulobacterales	204458	36	2398	5	1101	2.1780	0.0000
order	Enterobacteriales	91347	29	1375	19	635	2.1654	0.0000
