LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	13055361	932318353	8767364	69757489	13.3651	1.0000
phylum	Bacteroidetes	976	8333511	600600340	4565181	38707045	15.5166	0.6387
phylum	Firmicutes	1239	4377067	306025538	3907375	24329888	12.5782	0.3355
phylum	Verrucomicrobia	74201	220813	16721805	188883	3111505	5.3742	0.0169
phylum	Proteobacteria	1224	101084	7578550	86446	3047090	2.4871	0.0077
phylum	Actinobacteria	201174	11660	767759	11551	321580	2.3875	0.0009
phylum	Chlamydiae	204428	1334	63168	935	222	284.5405	0.0001
phylum	Tenericutes	544448	931	52889	1792	3432	15.4105	0.0001
phylum	Spirochaetes	203691	512	18437	192	3463	5.3240	0.0000
phylum	Fusobacteria	32066	335	15550	226	5147	3.0212	0.0000
phylum	Cyanobacteria	1117	211	8296	134	877	9.4595	0.0000
phylum	Synergistetes	508458	131	7381	35	4756	1.5519	0.0000
phylum	Chlorobi	1090	104	3345	2	324	10.3241	0.0000
phylum	Candidatus Saccharibacteria	95818	102	6728	203	4997	1.3464	0.0000
phylum	Thermotogae	200918	73	2240	3	249	8.9960	0.0000
phylum	Acidobacteria	57723	42	1430	21	367	3.8965	0.0000
phylum	Chloroflexi	200795	31	953	0	359	2.6546	0.0000
phylum	Planctomycetes	203682	28	849	0	240	3.5375	0.0000
phylum	Aquificae	200783	12	380	0	62	6.1290	0.0000
phylum	Elusimicrobia	74152	10	306	0	90	3.4000	0.0000
phylum	Deinococcus-Thermus	1297	9	385	0	291	1.3230	0.0000
phylum	Fibrobacteres	65842	6	206	0	137	1.5036	0.0000
phylum	Deferribacteres	200930	5	169	0	129	1.3101	0.0000
class	Bacteroidia	200643	8332420	600565272	4565101	38701003	15.5181	0.6386
class	Clostridia	186801	3946891	276458063	3303583	22635092	12.2137	0.3025
class	Erysipelotrichia	526524	400700	27846883	571109	1038883	26.8046	0.0307
class	Verrucomicrobiae	203494	220732	16719346	188883	3111323	5.3737	0.0169
class	Betaproteobacteria	28216	91371	7003016	76489	2870033	2.4400	0.0070
class	Negativicutes	909932	16963	1035535	22354	303284	3.4144	0.0013
class	Bacilli	91061	11410	633492	9400	334219	1.8954	0.0009
class	Actinobacteria	1760	9034	613079	8799	218537	2.8054	0.0007
class	Alphaproteobacteria	28211	4007	260305	4899	4667	55.7757	0.0003
class	Gammaproteobacteria	1236	2864	149224	1521	58220	2.5631	0.0002
class	Coriobacteriia	84998	2604	153971	2752	102823	1.4974	0.0002
class	Deltaproteobacteria	28221	2578	157390	3504	112986	1.3930	0.0002
class	Chlamydiia	204429	1334	63168	935	222	284.5405	0.0001
class	Mollicutes	31969	931	52889	1792	3432	15.4105	0.0001
class	Tissierellia	1737404	585	28042	425	7786	3.6016	0.0000
class	Spirochaetia	203692	512	18437	192	3463	5.3240	0.0000
class	Flavobacteriia	117743	398	12479	4	1873	6.6626	0.0000
class	Sphingobacteriia	117747	358	11455	21	1933	5.9260	0.0000
class	Fusobacteriia	203490	335	15550	226	5147	3.0212	0.0000
class	Epsilonproteobacteria	29547	258	8409	31	1071	7.8515	0.0000
class	Cytophagia	768503	236	7737	40	1644	4.7062	0.0000
class	Synergistia	649775	131	7381	35	4756	1.5519	0.0000
class	Chlorobia	191410	104	3345	2	324	10.3241	0.0000
class	Thermotogae	188708	73	2240	3	249	8.9960	0.0000
class	Opitutae	414999	71	2135	0	121	17.6446	0.0000
class	Planctomycetia	203683	28	849	0	240	3.5375	0.0000
class	Acidobacteriia	204432	21	680	3	235	2.8936	0.0000
class	Solibacteres	332159	20	720	18	103	6.9903	0.0000
class	Dehalococcoidia	301297	14	428	0	151	2.8344	0.0000
