LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	14895	983426	17055	277041	3.5497	1.0000
phylum	Actinobacteria	201174	6450	427667	6315	135759	3.1502	0.4333
phylum	Proteobacteria	1224	5191	353729	8960	92576	3.8210	0.3487
phylum	Firmicutes	1239	2992	184099	1509	44230	4.1623	0.2010
phylum	Bacteroidetes	976	216	14885	255	3485	4.2712	0.0145
phylum	Verrucomicrobia	74201	19	1711	3	495	3.4566	0.0013
phylum	Cyanobacteria	1117	18	1059	13	405	2.6148	0.0012
class	Actinobacteria	1760	6450	427667	6315	135759	3.1502	0.4341
class	Gammaproteobacteria	1236	5041	344464	8816	90734	3.7964	0.3393
class	Bacilli	91061	2537	150872	1218	38990	3.8695	0.1707
class	Clostridia	186801	374	27904	271	4433	6.2946	0.0252
class	Bacteroidia	200643	177	12833	228	3201	4.0091	0.0119
class	Negativicutes	909932	63	4454	19	668	6.6677	0.0042
class	Betaproteobacteria	28216	61	3379	101	653	5.1746	0.0041
class	Epsilonproteobacteria	29547	50	3996	33	425	9.4024	0.0034
class	Alphaproteobacteria	28211	39	1890	10	764	2.4738	0.0026
class	Flavobacteriia	117743	29	1746	27	225	7.7600	0.0020
class	Verrucomicrobiae	203494	19	1711	3	495	3.4566	0.0013
class	Tissierellia	1737404	18	869	1	139	6.2518	0.0012
order	Pseudomonadales	72274	4884	333635	8734	88373	3.7753	0.3286
order	Corynebacteriales	85007	3748	252988	5649	80317	3.1499	0.2522
order	Propionibacteriales	85009	2373	152008	413	45295	3.3560	0.1597
order	Bacillales	1385	2327	138059	1155	35107	3.9325	0.1566
order	Clostridiales	186802	374	27904	271	4433	6.2946	0.0252
order	Micrococcales	85006	258	18537	223	8579	2.1607	0.0174
order	Lactobacillales	186826	210	12813	63	3883	3.2998	0.0141
order	Bacteroidales	171549	177	12833	228	3201	4.0091	0.0119
order	Veillonellales	1843489	62	4413	19	628	7.0271	0.0042
order	Enterobacteriales	91347	60	4920	13	514	9.5720	0.0040
order	Actinomycetales	2037	57	3319	22	1356	2.4476	0.0038
order	Pasteurellales	135625	52	3521	56	862	4.0847	0.0035
order	Neisseriales	206351	51	2973	99	569	5.2250	0.0034
order	Campylobacterales	213849	50	3996	33	425	9.4024	0.0034
order	Xanthomonadales	135614	35	2074	13	925	2.2422	0.0024
order	Rhizobiales	356	31	1563	9	559	2.7961	0.0021
order	Flavobacteriales	200644	29	1746	27	225	7.7600	0.0020
order	Verrucomicrobiales	48461	19	1711	3	495	3.4566	0.0013
order	Tissierellales	1737405	18	869	1	139	6.2518	0.0012
order	Chroococcales	1118	18	1059	13	405	2.6148	0.0012
order	Streptomycetales	85011	12	621	5	113	5.4956	0.0008
order	Burkholderiales	80840	10	406	2	84	4.8333	0.0007
order	Sphingomonadales	204457	5	195	0	111	1.7568	0.0003
order	Rhodobacterales	204455	3	132	1	94	1.4043	0.0002
family	Moraxellaceae	468	4856	331694	8715	87803	3.7777	0.3553
family	Corynebacteriaceae	1653	2682	196769	4093	67815	2.9016	0.1963
family	Propionibacteriaceae	31957	2370	151873	410	45251	3.3562	0.1734
family	Staphylococcaceae	90964	2166	126925	1016	33638	3.7733	0.1585
family	Micrococcaceae	1268	233	17498	222	8345	2.0968	0.0170
