LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	859819	54933862	984071	8762529	6.2692	1.0000
phylum	Proteobacteria	1224	372639	23129972	294592	1858379	12.4463	0.4335
phylum	Firmicutes	1239	232060	14337730	244397	3265017	4.3913	0.2699
phylum	Bacteroidetes	976	205360	13862624	392161	999376	13.8713	0.2389
phylum	Actinobacteria	201174	45955	3402931	49865	2512747	1.3543	0.0535
phylum	Fusobacteria	32066	3142	164783	2444	106588	1.5460	0.0037
phylum	Spirochaetes	203691	182	12966	304	10688	1.2131	0.0002
phylum	Candidatus Saccharibacteria	95818	170	10811	296	8160	1.3249	0.0002
phylum	Chlamydiae	204428	147	6147	3	359	17.1226	0.0002
phylum	Cyanobacteria	1117	15	586	1	387	1.5142	0.0000
phylum	Deinococcus-Thermus	1297	4	189	2	154	1.2273	0.0000
phylum	Tenericutes	544448	4	120	0	116	1.0345	0.0000
class	Gammaproteobacteria	1236	347061	21507775	272351	1413499	15.2160	0.4038
class	Bacilli	91061	211617	12959670	209732	2671944	4.8503	0.2462
class	Bacteroidia	200643	203596	13763352	390831	935384	14.7141	0.2369
class	Actinobacteria	1760	45826	3395986	49750	2507189	1.3545	0.0533
class	Betaproteobacteria	28216	24042	1527039	20189	367822	4.1516	0.0280
class	Negativicutes	909932	18045	1217366	31582	473565	2.5706	0.0210
class	Fusobacteriia	203490	3142	164783	2444	106588	1.5460	0.0037
class	Clostridia	186801	2065	139111	2386	105802	1.3148	0.0024
class	Epsilonproteobacteria	29547	1478	92289	2001	75444	1.2233	0.0017
class	Flavobacteriia	117743	1421	84241	1246	57575	1.4632	0.0017
class	Cytophagia	768503	200	6485	3	476	13.6239	0.0002
class	Spirochaetia	203692	182	12966	304	10688	1.2131	0.0002
class	Erysipelotrichia	526524	178	11848	298	9971	1.1882	0.0002
class	Tissierellia	1737404	155	9735	399	3735	2.6064	0.0002
class	Chlamydiia	204429	147	6147	3	359	17.1226	0.0002
class	Coriobacteriia	84998	128	6906	114	5520	1.2511	0.0001
class	Sphingobacteriia	117747	60	2208	8	795	2.7774	0.0001
class	Alphaproteobacteria	28211	48	2523	49	1429	1.7656	0.0001
class	Deltaproteobacteria	28221	10	346	2	185	1.8703	0.0000
class	Mollicutes	31969	4	120	0	116	1.0345	0.0000
class	Deinococci	188787	4	189	2	154	1.2273	0.0000
order	Pasteurellales	135625	346378	21479764	272175	1407679	15.2590	0.4031
order	Bacteroidales	171549	203596	13763352	390831	935384	14.7141	0.2369
order	Lactobacillales	186826	151591	9380742	145531	1559496	6.0152	0.1764
order	Bacillales	1385	60026	3578928	64201	1112448	3.2172	0.0698
order	Micrococcales	85006	41223	3090652	45509	2258656	1.3684	0.0480
order	Neisseriales	206351	23231	1475521	19463	325505	4.5330	0.0270
order	Veillonellales	1843489	17851	1204929	31383	462954	2.6027	0.0208
order	Actinomycetales	2037	3782	244700	3418	197750	1.2374	0.0044
order	Fusobacteriales	203491	3142	164783	2444	106588	1.5460	0.0037
order	Clostridiales	186802	2061	138982	2386	105710	1.3147	0.0024
order	Campylobacterales	213849	1478	92289	2001	75444	1.2233	0.0017
order	Flavobacteriales	200644	1419	84179	1246	57515	1.4636	0.0017
order	Burkholderiales	80840	803	51119	721	42024	1.2164	0.0009
order	Corynebacteriales	85007	740	55466	765	46631	1.1895	0.0009
order	Pseudomonadales	72274	335	15096	42	2666	5.6624	0.0004
order	Cytophagales	768507	200	6485	3	476	13.6239	0.0002
order	Selenomonadales	909929	193	12404	199	10579	1.1725	0.0002
order	Spirochaetales	136	181	12936	304	10659	1.2136	0.0002
order	Erysipelotrichales	526525	178	11848	298	9971	1.1882	0.0002
order	Tissierellales	1737405	150	9457	395	3566	2.6520	0.0002
order	Chlamydiales	51291	147	6147	3	359	17.1226	0.0002
order	Coriobacteriales	84999	124	6650	111	5268	1.2623	0.0001
order	Thiotrichales	72273	91	3473	82	132	26.3106	0.0001
order	Vibrionales	135623	76	2422	0	496	4.8831	0.0001
order	Sphingobacteriales	200666	60	2208	8	795	2.7774	0.0001
order	Propionibacteriales	85009	53	3583	39	3087	1.1607	0.0001
order	Alteromonadales	135622	53	1827	8	338	5.4053	0.0001
order	Aeromonadales	135624	35	1052	0	60	17.5333	0.0000
order	Sphingomonadales	204457	31	1921	45	1081	1.7771	0.0000
order	Enterobacteriales	91347	30	1526	14	989	1.5430	0.0000
order	Bifidobacteriales	85004	21	1199	15	754	1.5902	0.0000
order	Cardiobacteriales	135615	15	824	24	621	1.3269	0.0000
order	Oceanospirillales	135619	11	510	6	175	2.9143	0.0000
order	Rhizobiales	356	10	368	3	213	1.7277	0.0000
order	Nostocales	1161	10	343	1	175	1.9600	0.0000
order	Xanthomonadales	135614	5	299	0	226	1.3230	0.0000
order	Eggerthellales	1643822	4	256	3	252	1.0159	0.0000
order	Hydrogenophilales	119069	4	228	1	206	1.1068	0.0000
order	Bdellovibrionales	213481	4	131	0	63	2.0794	0.0000
order	Pelagibacterales	54526	3	111	1	74	1.5000	0.0000
order	Oscillatoriales	1150	3	103	0	100	1.0300	0.0000
order	Nakamurellales	1643684	3	184	2	113	1.6283	0.0000
order	Thermales	68933	3	131	0	97	1.3505	0.0000
order	Pseudonocardiales	85010	3	138	0	135	1.0222	0.0000
family	Pasteurellaceae	712	346378	21479764	272175	1407679	15.2590	0.4313
family	Prevotellaceae	171552	200326	13590971	387442	856106	15.8753	0.2494
family	Streptococcaceae	1300	128270	7819733	114704	927871	8.4276	0.1597
family	Micrococcaceae	1268	41151	3086230	45446	2254994	1.3686	0.0512
family	Neisseriaceae	481	23231	1475521	19463	325505	4.5330	0.0289
family	Carnobacteriaceae	186828	21202	1401491	27511	511631	2.7393	0.0264
family	Veillonellaceae	31977	17851	1204929	31383	462954	2.6027	0.0222
family	Staphylococcaceae	90964	4027	218406	3726	82390	2.6509	0.0050
family	Actinomycetaceae	2049	3782	244700	3418	197750	1.2374	0.0047
family	Porphyromonadaceae	171551	2143	129194	2605	73881	1.7487	0.0027
family	Aerococcaceae	186827	1942	152739	3291	116958	1.3059	0.0024
family	Fusobacteriaceae	203492	1626	87954	1098	65106	1.3509	0.0020
family	Lachnospiraceae	186803	1587	110670	1841	88527	1.2501	0.0020
family	Leptotrichiaceae	1129771	1516	76829	1346	41482	1.8521	0.0019
family	Campylobacteraceae	72294	1478	92289	2001	75444	1.2233	0.0018
