LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	6897160	471953571	6476530	55911520	8.4411	1.0000
phylum	Actinobacteria	201174	3000985	226297542	2744058	19885054	11.3803	0.4351
phylum	Firmicutes	1239	2421646	154036569	2328909	16604621	9.2767	0.3511
phylum	Proteobacteria	1224	620544	36051200	592643	4583204	7.8659	0.0900
phylum	Bacteroidetes	976	615465	42275020	611551	12690143	3.3313	0.0892
phylum	Fusobacteria	32066	221415	12122746	166651	1705143	7.1095	0.0321
phylum	Candidatus Saccharibacteria	95818	10851	734656	22474	122608	5.9919	0.0016
phylum	Spirochaetes	203691	5460	399767	9553	315356	1.2677	0.0008
phylum	Tenericutes	544448	524	25687	604	1080	23.7843	0.0001
phylum	Cyanobacteria	1117	90	2791	1	620	4.5016	0.0000
phylum	Deinococcus-Thermus	1297	35	1864	8	1616	1.1535	0.0000
phylum	Chlamydiae	204428	30	969	1	247	3.9231	0.0000
phylum	Synergistetes	508458	28	1369	27	354	3.8672	0.0000
phylum	Verrucomicrobia	74201	27	1127	18	306	3.6830	0.0000
phylum	Chloroflexi	200795	3	161	10	129	1.2481	0.0000
class	Actinobacteria	1760	2994501	225911192	2736633	19683677	11.4771	0.4350
class	Bacilli	91061	1473191	89397894	1247589	7927009	11.2776	0.2140
class	Bacteroidia	200643	588655	40417715	582060	11462486	3.5261	0.0855
class	Negativicutes	909932	547855	36040091	535399	2725698	13.2223	0.0796
class	Gammaproteobacteria	1236	406720	22956894	355229	1877334	12.2285	0.0591
class	Clostridia	186801	360414	25841841	468667	5104282	5.0628	0.0524
class	Fusobacteriia	203490	221415	12122746	166651	1705143	7.1095	0.0322
class	Epsilonproteobacteria	29547	144610	9049105	195919	1765517	5.1255	0.0210
class	Betaproteobacteria	28216	68998	4032708	41374	932737	4.3235	0.0100
class	Erysipelotrichia	526524	26082	1961257	67353	788823	2.4863	0.0038
class	Flavobacteriia	117743	24110	1657432	26414	1081908	1.5320	0.0035
class	Tissierellia	1737404	14087	794812	9885	58653	13.5511	0.0020
class	Coriobacteriia	84998	6483	386317	7425	201345	1.9187	0.0009
class	Spirochaetia	203692	5460	399767	9553	315356	1.2677	0.0008
class	Mollicutes	31969	524	25687	604	1080	23.7843	0.0001
class	Alphaproteobacteria	28211	163	10185	85	6707	1.5186	0.0000
class	Cytophagia	768503	158	5190	28	999	5.1952	0.0000
class	Sphingobacteriia	117747	77	2449	3	634	3.8628	0.0000
class	Deltaproteobacteria	28221	53	2308	36	909	2.5391	0.0000
class	Deinococci	188787	35	1864	8	1616	1.1535	0.0000
class	Chlamydiia	204429	30	969	1	247	3.9231	0.0000
class	Synergistia	649775	28	1369	27	354	3.8672	0.0000
class	Verrucomicrobiae	203494	27	1127	18	306	3.6830	0.0000
order	Micrococcales	85006	2623139	201429184	2309699	14916809	13.5035	0.3811
order	Lactobacillales	186826	941074	55705074	831741	5975919	9.3216	0.1367
order	Bacteroidales	171549	588655	40417715	582060	11462486	3.5261	0.0855
order	Veillonellales	1843489	543801	35778831	531118	2525197	14.1687	0.0790
order	Bacillales	1385	532117	33692820	415848	1951090	17.2687	0.0773
order	Pasteurellales	135625	405261	22891328	354318	1845181	12.4060	0.0589
order	Clostridiales	186802	360353	25839434	468597	5103707	5.0629	0.0523
order	Actinomycetales	2037	354046	23206153	409295	3776733	6.1445	0.0514
order	Fusobacteriales	203491	221415	12122746	166651	1705143	7.1095	0.0322
order	Campylobacterales	213849	144610	9049105	195919	1765517	5.1255	0.0210
order	Neisseriales	206351	55466	3138983	28353	346779	9.0518	0.0081
order	Erysipelotrichales	526525	26082	1961257	67353	788823	2.4863	0.0038
order	Flavobacteriales	200644	24110	1657432	26414	1081908	1.5320	0.0035
order	Tissierellales	1737405	14055	792838	9821	58213	13.6196	0.0020
order	Burkholderiales	80840	13515	893148	13021	585697	1.5249	0.0020
order	Corynebacteriales	85007	12439	960153	12532	747718	1.2841	0.0018
order	Coriobacteriales	84999	6375	378020	7335	195019	1.9384	0.0009
order	Spirochaetales	136	5460	399767	9553	315356	1.2677	0.0008
order	Propionibacteriales	85009	4551	301489	4923	237449	1.2697	0.0007
order	Selenomonadales	909929	4050	261138	4281	200412	1.3030	0.0006
order	Mycoplasmatales	2085	508	25198	604	871	28.9300	0.0001
order	Cardiobacteriales	135615	426	26502	483	21583	1.2279	0.0001
order	Enterobacteriales	91347	303	9920	13	2376	4.1751	0.0000
order	Pseudomonadales	72274	218	10701	266	2897	3.6938	0.0000
order	Bifidobacteriales	85004	215	10765	177	4474	2.4061	0.0000
order	Cytophagales	768507	158	5190	28	999	5.1952	0.0000
order	Orbales	1240482	117	3787	12	296	12.7939	0.0000
order	Alteromonadales	135622	113	3581	2	837	4.2784	0.0000
order	Eggerthellales	1643822	108	8297	90	6326	1.3116	0.0000
order	Vibrionales	135623	100	3859	84	837	4.6105	0.0000
order	Sphingomonadales	204457	97	7005	55	4850	1.4443	0.0000
order	Pseudonocardiales	85010	96	2962	4	215	13.7767	0.0000
order	Sphingobacteriales	200666	77	2449	3	634	3.8628	0.0000
order	Rhizobiales	356	45	2332	16	1344	1.7351	0.0000
order	Oceanospirillales	135619	45	1670	6	358	4.6648	0.0000
order	Chroococcales	1118	42	1279	1	191	6.6963	0.0000
order	Halanaerobiales	53433	36	1623	68	170	9.5471	0.0000
order	Thermales	68933	34	1834	8	1587	1.1556	0.0000
order	Thiotrichales	72273	31	992	0	395	2.5114	0.0000
order	Chlamydiales	51291	30	969	1	247	3.9231	0.0000
order	Xanthomonadales	135614	30	1717	12	1617	1.0618	0.0000
order	Synergistales	649776	28	1369	27	354	3.8672	0.0000
order	Legionellales	118969	27	969	0	206	4.7039	0.0000
order	Verrucomicrobiales	48461	27	1127	18	306	3.6830	0.0000
order	Cellvibrionales	1706369	26	791	0	178	4.4438	0.0000
order	Nostocales	1161	22	687	0	153	4.4902	0.0000
order	Aeromonadales	135624	16	845	32	378	2.2354	0.0000
order	Thermoanaerobacterales	68295	15	463	0	241	1.9212	0.0000
order	Oscillatoriales	1150	14	444	0	155	2.8645	0.0000
order	Syntrophobacterales	213462	13	492	10	69	7.1304	0.0000
order	Acholeplasmatales	186329	13	396	0	148	2.6757	0.0000
order	Desulfovibrionales	213115	11	803	26	644	1.2469	0.0000
order	Pleurocapsales	52604	11	350	0	91	3.8462	0.0000
order	Desulfurellales	213113	9	286	0	62	4.6129	0.0000
order	Methylophilales	206350	5	176	0	104	1.6923	0.0000
order	Rhodospirillales	204441	4	125	0	121	1.0331	0.0000
order	Acidaminococcales	1843488	4	122	0	89	1.3708	0.0000
order	Glycomycetales	85014	4	146	3	68	2.1471	0.0000
order	Entomoplasmatales	186328	3	93	0	61	1.5246	0.0000
order	Chromatiales	135613	3	107	1	74	1.4459	0.0000
order	Streptomycetales	85011	3	92	0	60	1.5333	0.0000
order	Rhodobacterales	204455	3	121	1	118	1.0254	0.0000
family	Micrococcaceae	1268	2606241	200419253	2290326	14747958	13.5896	0.4101
family	Streptococcaceae	1300	830143	48862959	714547	5147057	9.4934	0.1306
family	Veillonellaceae	31977	543801	35778831	531118	2525197	14.1687	0.0856
family	Prevotellaceae	171552	508779	35287813	494137	10729458	3.2889	0.0801
family	Pasteurellaceae	712	405261	22891328	354318	1845181	12.4060	0.0638
family	Actinomycetaceae	2049	354046	23206153	409295	3776733	6.1445	0.0557
family	Lachnospiraceae	186803	319438	22904261	418489	3956207	5.7894	0.0503
family	Fusobacteriaceae	203492	186598	10116329	136671	855038	11.8314	0.0294
family	Campylobacteraceae	72294	144590	9048335	195918	1765171	5.1260	0.0228
family	Carnobacteriaceae	186828	101826	6157908	102499	395266	15.5791	0.0160
family	Porphyromonadaceae	171551	79353	5099601	87597	714703	7.1353	0.0125
family	Neisseriaceae	481	55464	3138923	28353	346721	9.0532	0.0087
family	Clostridiales Family XIII. Incertae Sedis	543314	35170	2591583	42014	973551	2.6620	0.0055
family	Leptotrichiaceae	1129771	34817	2006417	29980	850105	2.3602	0.0055
family	Erysipelotrichaceae	128827	26082	1961257	67353	788823	2.4863	0.0041
family	Flavobacteriaceae	49546	24100	1657112	26414	1081877	1.5317	0.0038
family	Peptoniphilaceae	1570339	14055	792838	9821	58213	13.6196	0.0022
family	Burkholderiaceae	119060	12634	835804	12271	540041	1.5477	0.0020
family	Corynebacteriaceae	1653	12374	957595	12512	746484	1.2828	0.0019
family	Aerococcaceae	186827	8315	657355	14621	426530	1.5412	0.0013
family	Promicromonosporaceae	85017	8169	511743	8342	94823	5.3968	0.0013
family	Sanguibacteraceae	145360	7700	435258	9507	57369	7.5870	0.0012
family	Atopobiaceae	1643824	6354	376876	7305	194126	1.9414	0.0010
family	Spirochaetaceae	137	5460	399767	9553	315356	1.2677	0.0009
family	Propionibacteriaceae	31957	4548	301397	4923	237389	1.2696	0.0007
family	Peptostreptococcaceae	186804	4064	249755	6752	124901	1.9996	0.0006
family	Selenomonadaceae	1843491	4046	260963	4277	200284	1.3030	0.0006
family	Staphylococcaceae	90964	3096	176163	2954	80572	2.1864	0.0005
family	Comamonadaceae	80864	827	54743	722	44124	1.2407	0.0001
family	Dermacoccaceae	145357	726	45531	1161	10909	4.1737	0.0001
family	Eubacteriaceae	186806	590	39860	412	26481	1.5052	0.0001
family	Ruminococcaceae	541000	573	33454	609	15038	2.2246	0.0001
family	Mycoplasmataceae	2092	508	25198	604	871	28.9300	0.0001
family	Bacteroidaceae	815	445	26185	292	15694	1.6685	0.0001
family	Lactobacillaceae	33958	438	14643	52	4195	3.4906	0.0001
family	Cardiobacteriaceae	868	426	26502	483	21583	1.2279	0.0001
family	Clostridiaceae	31979	406	15429	232	5318	2.9013	0.0001
family	Bacillaceae	186817	343	11934	73	2652	4.5000	0.0001
family	Enterococcaceae	81852	334	11521	19	2549	4.5198	0.0001
family	Enterobacteriaceae	543	303	9920	13	2376	4.1751	0.0000
