LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	2714104	178586350	3368402	14677392	12.1674	1.0000
phylum	Firmicutes	1239	1364484	86597268	1448295	4329160	20.0032	0.5027
phylum	Bacteroidetes	976	636812	45699146	1309078	2320230	19.6960	0.2346
phylum	Proteobacteria	1224	578290	36482143	501619	2656439	13.7335	0.2131
phylum	Actinobacteria	201174	127216	9406934	104829	5150600	1.8264	0.0469
phylum	Fusobacteria	32066	6009	325132	3791	196199	1.6572	0.0022
phylum	Chlamydiae	204428	721	41738	94	323	129.2198	0.0003
phylum	Spirochaetes	203691	277	17985	277	14124	1.2734	0.0001
phylum	Candidatus Saccharibacteria	95818	148	10112	316	8257	1.2247	0.0001
phylum	Chrysiogenetes	200938	66	2509	59	67	37.4478	0.0000
phylum	Cyanobacteria	1117	25	1305	30	955	1.3665	0.0000
phylum	Tenericutes	544448	21	720	0	264	2.7273	0.0000
phylum	Verrucomicrobia	74201	7	306	4	179	1.7095	0.0000
class	Bacilli	91061	970198	57865515	770157	2583890	22.3947	0.3575
class	Bacteroidia	200643	598526	42905362	1254341	1170237	36.6638	0.2206
class	Negativicutes	909932	391635	28576784	675180	1659624	17.2188	0.1443
class	Betaproteobacteria	28216	298053	19333247	265063	1132575	17.0702	0.1098
class	Gammaproteobacteria	1236	250430	15312642	187779	944904	16.2055	0.0923
class	Actinobacteria	1760	127178	9405202	104814	5149496	1.8264	0.0469
class	Flavobacteriia	117743	37848	2769144	54405	1134980	2.4398	0.0139
class	Epsilonproteobacteria	29547	29126	1793565	48439	574519	3.1219	0.0107
class	Fusobacteriia	203490	6009	325132	3791	196199	1.6572	0.0022
class	Clostridia	186801	2312	132838	1907	80710	1.6459	0.0009
class	Chlamydiia	204429	721	41738	94	323	129.2198	0.0003
class	Alphaproteobacteria	28211	679	42624	338	4378	9.7360	0.0003
class	Tissierellia	1737404	287	18969	984	2420	7.8384	0.0001
class	Spirochaetia	203692	277	17985	277	14124	1.2734	0.0001
class	Cytophagia	768503	179	6193	19	789	7.8492	0.0001
class	Chrysiogenetes	118001	66	2509	59	67	37.4478	0.0000
class	Erysipelotrichia	526524	52	3162	67	2516	1.2568	0.0000
class	Sphingobacteriia	117747	33	1051	3	272	3.8640	0.0000
class	Coriobacteriia	84998	27	1391	15	1043	1.3337	0.0000
class	Mollicutes	31969	21	720	0	264	2.7273	0.0000
order	Bacteroidales	171549	598526	42905362	1254341	1170237	36.6638	0.2206
order	Lactobacillales	186826	588063	35238513	470365	1463449	24.0791	0.2167
order	Bacillales	1385	382135	22627002	299792	1120441	20.1947	0.1408
order	Veillonellales	1843489	377570	27685749	655283	1219680	22.6992	0.1391
order	Neisseriales	206351	297341	19289732	264510	1094629	17.6222	0.1096
order	Pasteurellales	135625	247558	15183601	186840	917418	16.5504	0.0912
order	Corynebacteriales	85007	89828	6796972	73988	3141310	2.1637	0.0331
order	Flavobacteriales	200644	37847	2769114	54405	1134951	2.4399	0.0139
order	Campylobacterales	213849	29112	1793129	48439	574367	3.1219	0.0107
order	Micrococcales	85006	22386	1720756	18726	1411114	1.2194	0.0082
order	Actinomycetales	2037	14501	862120	11787	576538	1.4953	0.0053
order	Selenomonadales	909929	14065	891035	19897	439944	2.0253	0.0052
order	Fusobacteriales	203491	6009	325132	3791	196199	1.6572	0.0022
order	Pseudomonadales	72274	2406	111818	847	20568	5.4365	0.0009
order	Clostridiales	186802	2243	130487	1903	80376	1.6235	0.0008
order	Chlamydiales	51291	721	41738	94	323	129.2198	0.0003
order	Burkholderiales	80840	676	42085	545	37107	1.1342	0.0002
order	Sphingomonadales	204457	550	37495	305	2266	16.5468	0.0002
order	Propionibacteriales	85009	358	21771	312	19779	1.1007	0.0001
order	Spirochaetales	136	277	17985	277	14124	1.2734	0.0001
order	Tissierellales	1737405	243	17305	984	2319	7.4623	0.0001
order	Cytophagales	768507	179	6193	19	789	7.8492	0.0001
order	Oceanospirillales	135619	159	4782	0	117	40.8718	0.0001
order	Rhizobiales	356	106	4057	26	1231	3.2957	0.0000
order	Bifidobacteriales	85004	102	3477	1	652	5.3328	0.0000
order	Enterobacteriales	91347	66	2391	14	1027	2.3281	0.0000
order	Chrysiogenales	189769	66	2509	59	67	37.4478	0.0000
order	Vibrionales	135623	53	1645	2	443	3.7133	0.0000
order	Erysipelotrichales	526525	52	3162	67	2516	1.2568	0.0000
order	Cardiobacteriales	135615	50	3161	44	2894	1.0923	0.0000
order	Alteromonadales	135622	46	1629	16	416	3.9159	0.0000
order	Halanaerobiales	53433	42	1412	0	62	22.7742	0.0000
order	Sphingobacteriales	200666	33	1051	3	272	3.8640	0.0000
order	Legionellales	118969	25	810	0	153	5.2941	0.0000
order	Coriobacteriales	84999	23	1178	13	890	1.3236	0.0000
order	Thiotrichales	72273	21	706	3	339	2.0826	0.0000
order	Xanthomonadales	135614	19	1235	11	1147	1.0767	0.0000
order	Rhodocyclales	206389	17	803	4	649	1.2373	0.0000
order	Acholeplasmatales	186329	13	413	0	61	6.7705	0.0000
order	Cellvibrionales	1706369	12	386	0	93	4.1505	0.0000
order	Nautiliales	235899	12	370	0	120	3.0833	0.0000
order	Nostocales	1161	12	826	25	747	1.1058	0.0000
order	Orbales	1240482	11	333	0	148	2.2500	0.0000
order	Nitrosomonadales	32003	11	343	0	100	3.4300	0.0000
order	Chroococcales	1118	10	382	5	114	3.3509	0.0000
order	Rhodobacterales	204455	9	490	5	480	1.0208	0.0000
order	Rhodospirillales	204441	5	276	0	271	1.0185	0.0000
order	Thermoanaerobacterales	68295	5	279	4	243	1.1481	0.0000
order	Eggerthellales	1643822	4	213	2	153	1.3922	0.0000
order	Mycoplasmatales	2085	3	140	0	137	1.0219	0.0000
order	Aeromonadales	135624	3	115	2	112	1.0268	0.0000
family	Prevotellaceae	171552	577752	41475536	1222581	835159	49.6618	0.2278
family	Veillonellaceae	31977	377570	27685749	655283	1219680	22.6992	0.1489
family	Streptococcaceae	1300	336060	18331644	144452	739777	24.7800	0.1325
family	Neisseriaceae	481	297338	19289596	264508	1094548	17.6233	0.1172
family	Carnobacteriaceae	186828	250934	16851024	325036	699273	24.0979	0.0989
family	Pasteurellaceae	712	247558	15183601	186840	917418	16.5504	0.0976
family	Staphylococcaceae	90964	204785	11614432	48115	291610	39.8286	0.0807
family	Corynebacteriaceae	1653	89790	6795090	73984	3139846	2.1641	0.0354
family	Flavobacteriaceae	49546	37847	2769114	54405	1134951	2.4399	0.0149
family	Campylobacteraceae	72294	29050	1791065	48429	573599	3.1225	0.0115
family	Micrococcaceae	1268	22127	1705586	18400	1399226	1.2189	0.0087
family	Porphyromonadaceae	171551	19699	1374262	31125	308890	4.4490	0.0078
family	Actinomycetaceae	2049	14501	862120	11787	576538	1.4953	0.0057
family	Selenomonadaceae	1843491	14064	890982	19895	439892	2.0255	0.0055
family	Leptotrichiaceae	1129771	3075	176298	1992	130919	1.3466	0.0012
family	Fusobacteriaceae	203492	2934	148834	1799	65280	2.2799	0.0012
family	Moraxellaceae	468	2312	106107	805	15819	6.7076	0.0009
family	Lachnospiraceae	186803	1296	83750	1287	61291	1.3664	0.0005
family	Chlamydiaceae	809	721	41738	94	323	129.2198	0.0003
family	Bacteroidaceae	815	696	35512	289	20313	1.7482	0.0003
family	Burkholderiaceae	119060	550	34421	473	30404	1.1321	0.0002
family	Erythrobacteraceae	335929	518	35783	286	787	45.4676	0.0002
family	Aerococcaceae	186827	487	32107	677	21000	1.5289	0.0002
family	Peptostreptococcaceae	186804	396	18060	353	2578	7.0054	0.0002
family	Propionibacteriaceae	31957	357	21709	311	19718	1.1010	0.0001
family	Enterococcaceae	81852	294	10041	89	1124	8.9333	0.0001
family	Lactobacillaceae	33958	285	13599	111	2180	6.2381	0.0001
family	Spirochaetaceae	137	277	17985	277	14124	1.2734	0.0001
family	Bacillaceae	186817	275	8790	8	1144	7.6836	0.0001
family	Clostridiaceae	31979	246	8899	53	1507	5.9051	0.0001
family	Peptoniphilaceae	1570339	243	17305	984	2319	7.4623	0.0001
family	Cytophagaceae	89373	163	5631	10	574	9.8101	0.0001
family	Ruminococcaceae	541000	160	9709	100	7215	1.3457	0.0001
family	Sanguibacteraceae	145360	146	8211	226	6801	1.2073	0.0001
family	Alicyclobacillaceae	186823	124	3831	0	121	31.6612	0.0000
family	Comamonadaceae	80864	108	6616	66	5932	1.1153	0.0000
family	Rikenellaceae	171550	102	6481	60	5369	1.2071	0.0000
family	Bifidobacteriaceae	31953	102	3477	1	652	5.3328	0.0000
family	Pseudomonadaceae	135621	94	5711	42	4749	1.2026	0.0000
family	Bradyrhizobiaceae	41294	94	3521	26	822	4.2835	0.0000
family	Chrysiogenaceae	189770	66	2509	59	67	37.4478	0.0000
