LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	5653920	357695509	1762046	32900714	10.8720	1.0000
phylum	Bacteroidetes	976	4802007	302638078	1150703	18309611	16.5289	0.8493
phylum	Firmicutes	1239	763654	49229543	570827	12716645	3.8713	0.1351
phylum	Proteobacteria	1224	60437	4014684	21255	626263	6.4105	0.0107
phylum	Verrucomicrobia	74201	23177	1560527	14962	1092672	1.4282	0.0041
phylum	Actinobacteria	201174	3607	215459	3933	147551	1.4602	0.0006
phylum	Spirochaetes	203691	220	7514	54	1805	4.1629	0.0000
phylum	Cyanobacteria	1117	120	3907	1	530	7.3717	0.0000
phylum	Synergistetes	508458	104	4032	43	561	7.1872	0.0000
phylum	Chlorobi	1090	97	3072	5	397	7.7380	0.0000
phylum	Fusobacteria	32066	96	3468	42	678	5.1150	0.0000
phylum	Chlamydiae	204428	71	2892	3	986	2.9331	0.0000
phylum	Tenericutes	544448	45	1742	26	414	4.2077	0.0000
phylum	Acidobacteria	57723	43	1547	27	335	4.6179	0.0000
phylum	Fibrobacteres	65842	35	1098	0	213	5.1549	0.0000
phylum	Deferribacteres	200930	15	466	1	131	3.5573	0.0000
phylum	Chloroflexi	200795	13	411	0	157	2.6178	0.0000
phylum	Deinococcus-Thermus	1297	10	316	0	129	2.4496	0.0000
phylum	Planctomycetes	203682	8	251	0	93	2.6989	0.0000
class	Bacteroidia	200643	4800663	302593921	1150527	18303465	16.5321	0.8492
class	Clostridia	186801	752385	48558151	561441	12221468	3.9732	0.1331
class	Betaproteobacteria	28216	57808	3881916	19584	552522	7.0258	0.0102
class	Verrucomicrobiae	203494	23158	1559870	14957	1092455	1.4279	0.0041
class	Negativicutes	909932	5137	326345	3939	267011	1.2222	0.0009
class	Erysipelotrichia	526524	3808	228709	3086	168693	1.3558	0.0007
class	Coriobacteriia	84998	2753	169424	3514	134407	1.2605	0.0005
class	Bacilli	91061	1632	78992	1139	49558	1.5939	0.0003
