LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	8680332	601083783	7097287	67526696	8.9014	1.0000
phylum	Actinobacteria	201174	4124675	296344653	2839409	23114162	12.8209	0.4752
phylum	Proteobacteria	1224	1963608	126558385	1778244	11556205	10.9516	0.2262
phylum	Bacteroidetes	976	1831926	129445629	1812587	15823687	8.1805	0.2110
phylum	Firmicutes	1239	364259	24161704	318994	8834366	2.7350	0.0420
phylum	Fusobacteria	32066	242852	13927714	162830	3155113	4.4143	0.0280
phylum	Spirochaetes	203691	141664	9877276	162566	4904402	2.0140	0.0163
phylum	Candidatus Saccharibacteria	95818	10661	737974	22465	121931	6.0524	0.0012
phylum	Tenericutes	544448	335	18255	87	14200	1.2856	0.0000
phylum	Aquificae	200783	86	2581	0	88	29.3295	0.0000
phylum	Nitrospirae	40117	84	2664	6	154	17.2987	0.0000
phylum	Cyanobacteria	1117	24	733	0	267	2.7453	0.0000
phylum	Deinococcus-Thermus	1297	16	535	1	312	1.7147	0.0000
phylum	Chloroflexi	200795	15	460	0	241	1.9087	0.0000
phylum	Chlorobi	1090	8	263	0	157	1.6752	0.0000
phylum	Planctomycetes	203682	7	218	0	89	2.4494	0.0000
phylum	Verrucomicrobia	74201	4	124	0	90	1.3778	0.0000
phylum	Synergistetes	508458	3	92	0	89	1.0337	0.0000
class	Actinobacteria	1760	4123396	296254008	2837447	23043719	12.8562	0.4840
class	Betaproteobacteria	28216	1509325	97207400	1152196	5284538	18.3947	0.1772
class	Flavobacteriia	117743	1352929	93227458	1249454	5303138	17.5797	0.1588
class	Bacteroidia	200643	328213	24733018	363229	9117251	2.7128	0.0385
class	Epsilonproteobacteria	29547	277934	18489244	459219	3473117	5.3235	0.0326
class	Fusobacteriia	203490	242852	13927714	162830	3155113	4.4143	0.0285
class	Bacilli	91061	209515	13865489	220268	3181130	4.3587	0.0246
class	Gammaproteobacteria	1236	175454	10809348	166162	2789702	3.8747	0.0206
class	Spirochaetia	203692	141664	9877276	162566	4904402	2.0140	0.0166
class	Clostridia	186801	81483	5412912	47546	2780965	1.9464	0.0096
class	Negativicutes	909932	68636	4600550	46720	2709266	1.6981	0.0081
class	Tissierellia	1737404	3149	174914	3510	80339	2.1772	0.0004
class	Erysipelotrichia	526524	1476	107839	950	82666	1.3045	0.0002
class	Coriobacteriia	84998	1271	90387	1960	70347	1.2849	0.0001
class	Alphaproteobacteria	28211	799	49106	620	8265	5.9414	0.0001
class	Mollicutes	31969	335	18255	87	14200	1.2856	0.0000
class	Sphingobacteriia	117747	203	6685	2	844	7.9206	0.0000
class	Cytophagia	768503	173	5692	33	1151	4.9453	0.0000
class	Aquificae	187857	86	2581	0	88	29.3295	0.0000
class	Nitrospira	203693	84	2664	6	154	17.2987	0.0000
class	Deltaproteobacteria	28221	78	2427	2	489	4.9632	0.0000
class	Acidithiobacillia	1807140	18	860	45	94	9.1489	0.0000
class	Deinococci	188787	16	535	1	312	1.7147	0.0000
class	Chlorobia	191410	8	263	0	157	1.6752	0.0000
class	Planctomycetia	203683	7	218	0	89	2.4494	0.0000
class	Synergistia	649775	3	92	0	89	1.0337	0.0000
class	Ardenticatenia	1382928	3	93	0	60	1.5500	0.0000
order	Corynebacteriales	85007	2772315	206677543	2079738	7236973	28.5586	0.3254
order	Burkholderiales	80840	1364472	87738811	1064326	2746049	31.9509	0.1602
order	Flavobacteriales	200644	1352901	93226576	1249454	5303077	17.5797	0.1588
order	Actinomycetales	2037	673358	41001314	320548	7591666	5.4008	0.0790
order	Micrococcales	85006	442533	33220449	245042	6124632	5.4241	0.0519
order	Bacteroidales	171549	328213	24733018	363229	9117251	2.7128	0.0385
order	Campylobacterales	213849	277933	18489214	459219	3473088	5.3236	0.0326
order	Fusobacteriales	203491	242852	13927714	162830	3155113	4.4143	0.0285
order	Propionibacteriales	85009	235013	15348007	192042	2088126	7.3501	0.0276
order	Lactobacillales	186826	169364	11406313	201429	2404994	4.7428	0.0199
order	Neisseriales	206351	144631	9459274	87774	2536091	3.7299	0.0170
order	Spirochaetales	136	141660	9877152	162566	4904311	2.0140	0.0166
order	Pasteurellales	135625	110586	6576733	78292	1669825	3.9386	0.0130
order	Clostridiales	186802	81446	5411714	47541	2780635	1.9462	0.0096
order	Cardiobacteriales	135615	63768	4184477	87174	1113076	3.7594	0.0075
order	Selenomonadales	909929	55281	3696300	36550	2067338	1.7880	0.0065
order	Bacillales	1385	40151	2459176	18839	776136	3.1685	0.0047
order	Veillonellales	1843489	13352	904102	10164	641813	1.4087	0.0016
order	Tissierellales	1737405	3136	174457	3510	80175	2.1760	0.0004
order	Erysipelotrichales	526525	1476	107839	950	82666	1.3045	0.0002
order	Coriobacteriales	84999	1256	89640	1939	69736	1.2854	0.0001
order	Sphingomonadales	204457	652	44428	615	7245	6.1322	0.0001
order	Mycoplasmatales	2085	330	18099	87	14140	1.2800	0.0000
order	Alteromonadales	135622	227	10882	70	683	15.9327	0.0000
order	Sphingobacteriales	200666	203	6685	2	844	7.9206	0.0000
order	Rhodocyclales	206389	196	8439	91	1988	4.2450	0.0000
order	Xanthomonadales	135614	190	10325	336	632	16.3370	0.0000
order	Enterobacteriales	91347	186	8495	129	1742	4.8766	0.0000
order	Pseudomonadales	72274	180	7327	82	1654	4.4299	0.0000
order	Cytophagales	768507	173	5692	33	1151	4.9453	0.0000
order	Nitrospirales	189778	84	2664	6	154	17.2987	0.0000
order	Oceanospirillales	135619	82	2673	8	371	7.2049	0.0000
order	Aeromonadales	135624	75	3174	55	243	13.0617	0.0000
order	Rhodobacterales	204455	68	2145	1	424	5.0590	0.0000
order	Rhizobiales	356	65	2077	2	372	5.5833	0.0000
order	Streptomycetales	85011	54	1662	0	328	5.0671	0.0000
order	Bifidobacteriales	85004	46	2309	52	1102	2.0953	0.0000
order	Pseudonocardiales	85010	40	1450	18	309	4.6926	0.0000
order	Thermoanaerobacterales	68295	26	839	4	167	5.0240	0.0000
order	Vibrionales	135623	25	830	5	357	2.3249	0.0000
