LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	239006	16153041	38896	1855746	8.7043	1.0000
phylum	Firmicutes	1239	238887	16145204	38827	1848887	8.7324	0.9995
phylum	Actinobacteria	201174	56	3678	27	3218	1.1429	0.0002
phylum	Bacteroidetes	976	56	3689	36	3289	1.1216	0.0002
phylum	Proteobacteria	1224	5	405	6	319	1.2696	0.0000
class	Bacilli	91061	238841	16141925	38785	1845941	8.7446	0.9993
class	Actinobacteria	1760	56	3678	27	3218	1.1429	0.0002
class	Bacteroidia	200643	54	3603	35	3205	1.1242	0.0002
class	Tissierellia	1737404	37	2603	30	2338	1.1133	0.0002
class	Clostridia	186801	8	644	12	577	1.1161	0.0000
class	Gammaproteobacteria	1236	4	326	2	241	1.3527	0.0000
order	Lactobacillales	186826	238835	16141595	38784	1845657	8.7457	0.9994
order	Bacteroidales	171549	54	3603	35	3205	1.1242	0.0002
order	Corynebacteriales	85007	39	2730	19	2419	1.1286	0.0002
order	Tissierellales	1737405	28	1972	21	1904	1.0357	0.0001
order	Actinomycetales	2037	8	339	2	290	1.1690	0.0000
order	Clostridiales	186802	8	644	12	577	1.1161	0.0000
order	Bacillales	1385	6	330	1	284	1.1620	0.0000
order	Micrococcales	85006	4	310	6	262	1.1832	0.0000
order	Pseudomonadales	72274	3	247	2	163	1.5153	0.0000
order	Propionibacteriales	85009	3	192	0	189	1.0159	0.0000
family	Lactobacillaceae	33958	238829	16141251	38776	1845407	8.7467	0.9994
family	Bacteroidaceae	815	41	2715	22	2492	1.0895	0.0002
family	Corynebacteriaceae	1653	32	2356	16	2052	1.1481	0.0001
family	Peptoniphilaceae	1570339	28	1972	21	1904	1.0357	0.0001
family	Actinomycetaceae	2049	8	339	2	290	1.1690	0.0000
family	Rikenellaceae	171550	7	505	10	336	1.5030	0.0000
family	Mycobacteriaceae	1762	6	314	3	308	1.0195	0.0000
family	Prevotellaceae	171552	4	235	2	231	1.0173	0.0000
family	Ruminococcaceae	541000	4	304	8	300	1.0133	0.0000
family	Staphylococcaceae	90964	4	248	1	244	1.0164	0.0000
family	Streptococcaceae	1300	4	252	8	195	1.2923	0.0000
family	Propionibacteriaceae	31957	3	192	0	189	1.0159	0.0000
genus	Lactobacillus	1578	238829	16141251	38776	1845407	8.7467	0.9995
genus	Bacteroides	816	41	2715	22	2492	1.0895	0.0002
genus	Corynebacterium	1716	32	2356	16	2052	1.1481	0.0001
genus	Finegoldia	150022	21	1589	19	1528	1.0399	0.0001
genus	Alistipes	239759	7	505	10	336	1.5030	0.0000
genus	Mycobacterium	1763	6	314	3	308	1.0195	0.0000
genus	Staphylococcus	1279	4	248	1	244	1.0164	0.0000
genus	Varibaculum	184869	4	178	2	174	1.0230	0.0000
genus	Streptococcus	1301	4	252	8	195	1.2923	0.0000
genus	Prevotella	838	4	235	2	231	1.0173	0.0000
genus	Propionibacterium	1743	3	192	0	189	1.0159	0.0000
species	Lactobacillus jensenii	109790	238342	16110801	38442	1842518	8.7439	0.9975
species	Lactobacillus gasseri	1596	318	20246	22	1314	15.4079	0.0013
species	Lactobacillus iners	147802	164	10047	312	1423	7.0604	0.0007
species	Finegoldia magna	1260	21	1589	19	1528	1.0399	0.0001
species	Corynebacterium riegelii	156976	17	1307	7	1160	1.1267	0.0001
species	Bacteroides plebeius	310297	13	884	15	836	1.0574	0.0001
species	Bacteroides caccae	47678	10	692	1	619	1.1179	0.0000
species	Corynebacterium tuscaniense	302449	8	615	1	519	1.1850	0.0000
species	Alistipes putredinis	28117	7	505	10	336	1.5030	0.0000
species	Bacteroides finegoldii	338188	6	380	0	374	1.0160	0.0000
species	Tissierellia bacterium S7-1-4	1284708	6	472	7	328	1.4390	0.0000
species	Mycobacterium mucogenicum	56689	6	314	3	308	1.0195	0.0000
species	Corynebacterium imitans	156978	5	329	3	304	1.0822	0.0000
species	Staphylococcus epidermidis	1282	4	248	1	244	1.0164	0.0000
species	Bacteroides stercoris	46506	4	287	0	283	1.0141	0.0000
species	Varibaculum cambriense	184870	4	178	2	174	1.0230	0.0000
species	Tissierellia bacterium S5-A11	1230730	3	159	2	106	1.5000	0.0000
species	Bacteroides vulgatus	821	3	211	2	124	1.7016	0.0000
species	Lactobacillus crispatus	47770	3	96	0	93	1.0323	0.0000
