LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	1178689	72984775	900990	24669583	2.9585	1.0000
phylum	Firmicutes	1239	621590	37463724	451795	6462907	5.7967	0.5274
phylum	Proteobacteria	1224	192067	11414518	153035	3791403	3.0106	0.1630
phylum	Actinobacteria	201174	185962	12816332	137435	8123214	1.5777	0.1578
phylum	Bacteroidetes	976	147197	9524183	134636	5506598	1.7296	0.1249
phylum	Fusobacteria	32066	30321	1672565	22127	722770	2.3141	0.0257
phylum	Candidatus Saccharibacteria	95818	802	50128	1485	29655	1.6904	0.0007
phylum	Spirochaetes	203691	591	35196	441	29990	1.1736	0.0005
phylum	Chlamydiae	204428	77	4455	5	406	10.9729	0.0001
phylum	Tenericutes	544448	57	2693	25	1718	1.5675	0.0000
phylum	Deinococcus-Thermus	1297	10	429	2	419	1.0239	0.0000
phylum	Chloroflexi	200795	4	132	0	94	1.4043	0.0000
phylum	Verrucomicrobia	74201	4	149	2	145	1.0276	0.0000
class	Bacilli	91061	522683	31148085	363406	3867466	8.0539	0.4439
class	Actinobacteria	1760	185261	12773428	136651	8084983	1.5799	0.1573
class	Gammaproteobacteria	1236	155091	9142087	119363	2169150	4.2146	0.1317
class	Bacteroidia	200643	127897	8248328	114380	4526841	1.8221	0.1086
class	Negativicutes	909932	81805	5186140	71495	1629786	3.1821	0.0695
class	Fusobacteriia	203490	30321	1672565	22127	722770	2.3141	0.0258
class	Betaproteobacteria	28216	27688	1700564	22249	1165531	1.4590	0.0235
class	Flavobacteriia	117743	18862	1245576	19771	951903	1.3085	0.0160
class	Clostridia	186801	15573	1027015	14325	879113	1.1682	0.0132
class	Epsilonproteobacteria	29547	9204	567337	11364	453580	1.2508	0.0078
class	Erysipelotrichia	526524	1112	79053	2315	72112	1.0963	0.0009
class	Coriobacteriia	84998	701	42904	784	38231	1.1222	0.0006
class	Spirochaetia	203692	591	35196	441	29990	1.1736	0.0005
class	Tissierellia	1737404	417	23431	254	14430	1.6238	0.0004
class	Alphaproteobacteria	28211	80	4316	58	2963	1.4566	0.0001
class	Chlamydiia	204429	77	4455	5	406	10.9729	0.0001
class	Mollicutes	31969	57	2693	25	1718	1.5675	0.0000
class	Cytophagia	768503	17	528	0	303	1.7426	0.0000
class	Sphingobacteriia	117747	13	411	0	277	1.4838	0.0000
class	Deinococci	188787	10	429	2	419	1.0239	0.0000
class	Deltaproteobacteria	28221	4	214	1	179	1.1955	0.0000
class	Verrucomicrobiae	203494	4	149	2	145	1.0276	0.0000
order	Bacillales	1385	274051	16987324	189590	1559035	10.8961	0.2328
order	Lactobacillales	186826	248632	14160761	173816	2308431	6.1344	0.2112
order	Micrococcales	85006	161189	11218997	117107	6767836	1.6577	0.1369
order	Pasteurellales	135625	154191	9093816	118919	2132826	4.2637	0.1310
order	Bacteroidales	171549	127897	8248328	114380	4526841	1.8221	0.1086
order	Veillonellales	1843489	81532	5169343	71306	1614353	3.2021	0.0692
order	Fusobacteriales	203491	30321	1672565	22127	722770	2.3141	0.0258
order	Flavobacteriales	200644	18862	1245576	19771	951903	1.3085	0.0160
order	Actinomycetales	2037	17583	1115179	14064	926109	1.2042	0.0149
order	Neisseriales	206351	16001	989941	13258	662431	1.4944	0.0136
order	Clostridiales	186802	15572	1026983	14325	879082	1.1682	0.0132
order	Burkholderiales	80840	11683	710455	8988	502936	1.4126	0.0099
order	Campylobacterales	213849	9204	567337	11364	453580	1.2508	0.0078
order	Corynebacteriales	85007	5624	387043	4736	342636	1.1296	0.0048
order	Erysipelotrichales	526525	1112	79053	2315	72112	1.0963	0.0009
order	Propionibacteriales	85009	738	44000	688	40608	1.0835	0.0006
order	Coriobacteriales	84999	688	42112	782	37529	1.1221	0.0006
order	Spirochaetales	136	591	35196	441	29990	1.1736	0.0005
order	Cardiobacteriales	135615	574	34150	362	28154	1.2130	0.0005
order	Tissierellales	1737405	408	23019	251	14119	1.6304	0.0003
order	Selenomonadales	909929	272	16711	184	15348	1.0888	0.0002
order	Bifidobacteriales	85004	123	8039	56	7659	1.0496	0.0001
order	Pseudomonadales	72274	90	4898	33	2820	1.7369	0.0001
order	Chlamydiales	51291	77	4455	5	406	10.9729	0.0001
order	Enterobacteriales	91347	66	2623	8	1766	1.4853	0.0001
order	Sphingomonadales	204457	50	2933	45	1982	1.4798	0.0000
order	Alteromonadales	135622	46	1765	13	704	2.5071	0.0000
order	Vibrionales	135623	41	1298	3	578	2.2457	0.0000
order	Mycoplasmatales	2085	32	1797	6	1582	1.1359	0.0000
order	Entomoplasmatales	186328	25	896	19	136	6.5882	0.0000
order	Rhizobiales	356	21	1027	9	722	1.4224	0.0000
order	Thiotrichales	72273	20	990	2	757	1.3078	0.0000
order	Oceanospirillales	135619	20	707	6	233	3.0343	0.0000
order	Cytophagales	768507	17	528	0	303	1.7426	0.0000
order	Xanthomonadales	135614	15	920	13	841	1.0939	0.0000
order	Sphingobacteriales	200666	13	411	0	277	1.4838	0.0000
order	Eggerthellales	1643822	13	792	2	702	1.1282	0.0000
order	Orbales	1240482	10	312	0	61	5.1148	0.0000
order	Thermales	68933	9	399	2	390	1.0231	0.0000
order	Legionellales	118969	9	278	0	89	3.1236	0.0000
order	Verrucomicrobiales	48461	4	149	2	145	1.0276	0.0000
order	Chromatiales	135613	3	124	3	121	1.0248	0.0000
order	Nitrosomonadales	32003	3	138	3	135	1.0222	0.0000
order	Methylococcales	135618	3	104	0	101	1.0297	0.0000
order	Rhodobacterales	204455	3	174	4	171	1.0175	0.0000
family	Streptococcaceae	1300	235894	13323131	157870	1739162	7.6607	0.2600
family	Micrococcaceae	1268	160599	11184463	116468	6742452	1.6588	0.1770
family	Pasteurellaceae	712	154191	9093816	118919	2132826	4.2637	0.1700
family	Prevotellaceae	171552	97906	6419180	86192	3910295	1.6416	0.1079
family	Veillonellaceae	31977	81532	5169343	71306	1614353	3.2021	0.0899
family	Porphyromonadaceae	171551	28800	1749000	27694	542548	3.2237	0.0317
family	Fusobacteriaceae	203492	24466	1330540	17964	463449	2.8710	0.0270
family	Flavobacteriaceae	49546	18862	1245576	19771	951903	1.3085	0.0208
family	Actinomycetaceae	2049	17583	1115179	14064	926109	1.2042	0.0194
family	Neisseriaceae	481	15999	989878	13258	662370	1.4944	0.0176
family	Burkholderiaceae	119060	11643	708169	8963	500988	1.4135	0.0128
family	Lachnospiraceae	186803	10281	664748	9380	569279	1.1677	0.0113
family	Campylobacteraceae	72294	9202	567265	11363	453510	1.2508	0.0101
family	Aerococcaceae	186827	6592	472029	10235	361639	1.3052	0.0073
family	Carnobacteriaceae	186828	6091	363345	5701	205982	1.7640	0.0067
family	Leptotrichiaceae	1129771	5855	342025	4163	259321	1.3189	0.0065
family	Corynebacteriaceae	1653	5619	386847	4736	342445	1.1297	0.0062
family	Staphylococcaceae	90964	3829	211950	3903	83796	2.5294	0.0042
family	Clostridiales Family XIII. Incertae Sedis	543314	3679	255592	3593	213527	1.1970	0.0041
family	Erysipelotrichaceae	128827	1112	79053	2315	72112	1.0963	0.0012
family	Bacteroidaceae	815	778	52255	312	48180	1.0846	0.0009
family	Propionibacteriaceae	31957	737	43968	688	40577	1.0836	0.0008
family	Atopobiaceae	1643824	638	39068	746	34858	1.1208	0.0007
family	Spirochaetaceae	137	591	35196	441	29990	1.1736	0.0007
family	Cardiobacteriaceae	868	574	34150	362	28154	1.2130	0.0006
family	Peptostreptococcaceae	186804	553	35182	635	31038	1.1335	0.0006
family	Ruminococcaceae	541000	548	37499	435	34891	1.0747	0.0006
family	Peptoniphilaceae	1570339	408	23019	251	14119	1.6304	0.0004
family	Rikenellaceae	171550	406	27622	180	25584	1.0797	0.0004
family	Eubacteriaceae	186806	396	27863	216	25310	1.1009	0.0004
family	Promicromonosporaceae	85017	292	17809	382	12811	1.3901	0.0003
family	Selenomonadaceae	1843491	270	16651	184	15319	1.0870	0.0003
family	Sanguibacteraceae	145360	160	8929	163	6543	1.3647	0.0002
family	Bifidobacteriaceae	31953	123	8039	56	7659	1.0496	0.0001
family	Bacillaceae	186817	104	4007	27	1415	2.8318	0.0001
family	Microbacteriaceae	85023	93	5204	20	3882	1.3405	0.0001
family	Clostridiaceae	31979	83	4210	40	3239	1.2998	0.0001
family	Chlamydiaceae	809	77	4455	5	406	10.9729	0.0001
family	Enterobacteriaceae	543	66	2623	8	1766	1.4853	0.0001
family	Pseudomonadaceae	135621	52	2523	13	804	3.1381	0.0001
