LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	173190	11855317	130052	6662320	1.7795	1.0000
phylum	Bacteroidetes	976	96407	6685840	86701	3445795	1.9403	0.5567
phylum	Firmicutes	1239	33863	2392042	21227	1626566	1.4706	0.1955
phylum	Proteobacteria	1224	26646	1669489	10361	767208	2.1761	0.1539
phylum	Spirochaetes	203691	6497	497130	5173	374108	1.3288	0.0375
phylum	Actinobacteria	201174	5327	372997	3955	337884	1.1039	0.0308
phylum	Fusobacteria	32066	4310	228715	2409	103352	2.2130	0.0249
phylum	Candidatus Saccharibacteria	95818	108	7037	204	5573	1.2627	0.0006
phylum	Tenericutes	544448	18	1133	2	986	1.1491	0.0001
phylum	Verrucomicrobia	74201	8	690	12	640	1.0781	0.0000
phylum	Cyanobacteria	1117	4	125	0	91	1.3736	0.0000
class	Bacteroidia	200643	95959	6653498	86162	3419963	1.9455	0.5545
class	Betaproteobacteria	28216	19783	1215699	4873	428351	2.8381	0.1143
class	Clostridia	186801	16989	1222655	11292	863448	1.4160	0.0982
class	Erysipelotrichia	526524	10734	785649	5462	460145	1.7074	0.0620
class	Spirochaetia	203692	6497	497130	5173	374108	1.3288	0.0375
class	Epsilonproteobacteria	29547	5701	382161	4760	278020	1.3746	0.0329
class	Actinobacteria	1760	4807	338273	3717	306383	1.1041	0.0278
class	Fusobacteriia	203490	4310	228715	2409	103352	2.2130	0.0249
class	Bacilli	91061	2705	168923	2322	137209	1.2311	0.0156
class	Tissierellia	1737404	1826	104392	645	76004	1.3735	0.0106
class	Negativicutes	909932	1609	110423	1506	89760	1.2302	0.0093
class	Gammaproteobacteria	1236	1152	71104	726	60390	1.1774	0.0067
class	Coriobacteriia	84998	520	34724	238	31501	1.1023	0.0030
class	Flavobacteriia	117743	432	31202	514	24951	1.2505	0.0025
class	Mollicutes	31969	18	1133	2	986	1.1491	0.0001
class	Alphaproteobacteria	28211	8	455	2	412	1.1044	0.0000
class	Verrucomicrobiae	203494	8	690	12	640	1.0781	0.0000
order	Bacteroidales	171549	95959	6653498	86162	3419963	1.9455	0.5545
order	Neisseriales	206351	19680	1209088	4794	422318	2.8630	0.1137
order	Clostridiales	186802	16989	1222655	11292	863448	1.4160	0.0982
order	Erysipelotrichales	526525	10734	785649	5462	460145	1.7074	0.0620
order	Spirochaetales	136	6497	497130	5173	374108	1.3288	0.0375
order	Campylobacterales	213849	5701	382161	4760	278020	1.3746	0.0329
order	Fusobacteriales	203491	4310	228715	2409	103352	2.2130	0.0249
order	Micrococcales	85006	2500	177715	1518	164917	1.0776	0.0144
order	Actinomycetales	2037	2074	143890	2026	126775	1.1350	0.0120
order	Tissierellales	1737405	1823	104245	640	75860	1.3742	0.0105
order	Lactobacillales	186826	1742	107424	1536	87610	1.2262	0.0101
order	Veillonellales	1843489	1422	98461	1262	79697	1.2354	0.0082
order	Pasteurellales	135625	1056	64874	645	54965	1.1803	0.0061
order	Bacillales	1385	963	61499	786	49599	1.2399	0.0056
order	Coriobacteriales	84999	489	32644	208	29616	1.1022	0.0028
order	Flavobacteriales	200644	432	31202	514	24951	1.2505	0.0025
order	Corynebacteriales	85007	193	14115	157	12221	1.1550	0.0011
order	Selenomonadales	909929	187	11962	244	10063	1.1887	0.0011
order	Burkholderiales	80840	99	6340	79	5807	1.0918	0.0006
order	Pseudomonadales	72274	83	5614	78	4858	1.1556	0.0005
order	Propionibacteriales	85009	36	2298	8	2219	1.0356	0.0002
order	Eggerthellales	1643822	31	2080	30	1885	1.1034	0.0002
order	Mycoplasmatales	2085	18	1133	2	986	1.1491	0.0001
order	Verrucomicrobiales	48461	8	690	12	640	1.0781	0.0000
order	Sphingomonadales	204457	5	288	1	248	1.1613	0.0000
order	Bifidobacteriales	85004	4	255	8	251	1.0159	0.0000
order	Rhodocyclales	206389	3	239	0	195	1.2256	0.0000
order	Cardiobacteriales	135615	3	188	1	149	1.2617	0.0000
order	Alteromonadales	135622	3	181	1	178	1.0169	0.0000
family	Prevotellaceae	171552	94650	6567824	85497	3387049	1.9391	0.5500
family	Neisseriaceae	481	19680	1209088	4794	422318	2.8630	0.1144
family	Peptostreptococcaceae	186804	12279	881657	7048	592861	1.4871	0.0714
family	Erysipelotrichaceae	128827	10734	785649	5462	460145	1.7074	0.0624
family	Spirochaetaceae	137	6497	497130	5173	374108	1.3288	0.0378
family	Campylobacteraceae	72294	5699	382084	4758	277945	1.3747	0.0331
family	Fusobacteriaceae	203492	3916	206869	2081	85245	2.4268	0.0228
family	Micrococcaceae	1268	2375	170327	1377	158502	1.0746	0.0138
family	Eubacteriaceae	186806	2340	175003	1217	131613	1.3297	0.0136
family	Lachnospiraceae	186803	2109	147591	2813	123616	1.1939	0.0123
family	Actinomycetaceae	2049	2074	143890	2026	126775	1.1350	0.0121
family	Peptoniphilaceae	1570339	1823	104245	640	75860	1.3742	0.0106
family	Streptococcaceae	1300	1577	96691	1379	78696	1.2287	0.0092
family	Veillonellaceae	31977	1422	98461	1262	79697	1.2354	0.0083
family	Porphyromonadaceae	171551	1170	76401	611	24955	3.0616	0.0068
family	Pasteurellaceae	712	1056	64874	645	54965	1.1803	0.0061
family	Atopobiaceae	1643824	489	32644	208	29616	1.1022	0.0028
family	Flavobacteriaceae	49546	432	31202	514	24951	1.2505	0.0025
family	Leptotrichiaceae	1129771	394	21846	328	18107	1.2065	0.0023
family	Clostridiales Family XIII. Incertae Sedis	543314	223	15605	154	12936	1.2063	0.0013
family	Corynebacteriaceae	1653	191	14019	156	12127	1.1560	0.0011
family	Selenomonadaceae	1843491	187	11962	244	10063	1.1887	0.0011
family	Carnobacteriaceae	186828	158	10255	135	8505	1.2058	0.0009
family	Bacteroidaceae	815	131	8759	51	7505	1.1671	0.0008
family	Sanguibacteraceae	145360	105	6082	112	5237	1.1614	0.0006
family	Burkholderiaceae	119060	92	6012	74	5486	1.0959	0.0005
