LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	13369388	900111743	10778969	52529593	17.1353	1.0000
phylum	Bacteroidetes	976	5150016	370699402	3567207	14434644	25.6812	0.3852
phylum	Firmicutes	1239	4463426	287929252	3990051	18891384	15.2413	0.3339
phylum	Actinobacteria	201174	3101723	203283266	2501135	15244215	13.3351	0.2320
phylum	Proteobacteria	1224	307524	18570566	357728	2357545	7.8771	0.0230
phylum	Fusobacteria	32066	289905	16029210	256765	1422153	11.2711	0.0217
phylum	Candidatus Saccharibacteria	95818	53715	3433639	102424	84600	40.5867	0.0040
phylum	Spirochaetes	203691	2334	134744	3179	88519	1.5222	0.0002
phylum	Tenericutes	544448	195	8865	157	3340	2.6542	0.0000
phylum	Chlamydiae	204428	97	6372	162	859	7.4179	0.0000
phylum	Cyanobacteria	1117	91	2807	0	481	5.8358	0.0000
phylum	Aquificae	200783	78	2380	0	93	25.5914	0.0000
phylum	Chloroflexi	200795	46	2697	61	401	6.7257	0.0000
phylum	Synergistetes	508458	30	959	4	221	4.3394	0.0000
phylum	Chlorobi	1090	26	880	10	68	12.9412	0.0000
phylum	Verrucomicrobia	74201	17	734	14	266	2.7594	0.0000
phylum	Deferribacteres	200930	5	170	0	66	2.5758	0.0000
class	Bacteroidia	200643	5148819	370631902	3566363	14380655	25.7729	0.3867
class	Actinobacteria	1760	2974370	195818335	2381171	14770434	13.2575	0.2234
class	Negativicutes	909932	1854924	124008443	1499092	4236202	29.2735	0.1393
class	Bacilli	91061	1449329	85783323	1049184	6023638	14.2411	0.1088
class	Clostridia	186801	1015510	67660804	1101400	7160626	9.4490	0.0763
class	Epsilonproteobacteria	29547	291626	17683892	345032	1883370	9.3895	0.0219
class	Fusobacteriia	203490	289905	16029210	256765	1422153	11.2711	0.0218
class	Erysipelotrichia	526524	141320	10356326	338882	1434773	7.2181	0.0106
class	Coriobacteriia	84998	127339	7464505	119964	473722	15.7571	0.0096
class	Gammaproteobacteria	1236	13180	731447	10490	395046	1.8515	0.0010
class	Betaproteobacteria	28216	2498	147471	2134	77571	1.9011	0.0002
class	Spirochaetia	203692	2334	134744	3179	88519	1.5222	0.0002
class	Tissierellia	1737404	2310	119159	1479	35879	3.3211	0.0002
class	Flavobacteriia	117743	899	55030	738	48047	1.1453	0.0001
class	Mollicutes	31969	195	8865	157	3340	2.6542	0.0000
class	Alphaproteobacteria	28211	134	4905	68	1064	4.6100	0.0000
class	Cytophagia	768503	128	3942	0	491	8.0285	0.0000
class	Chlamydiia	204429	97	6372	162	859	7.4179	0.0000
class	Deltaproteobacteria	28221	85	2811	3	455	6.1780	0.0000
class	Aquificae	187857	78	2380	0	93	25.5914	0.0000
class	Sphingobacteriia	117747	66	2146	7	532	4.0338	0.0000
class	Dehalococcoidia	301297	42	2576	61	342	7.5322	0.0000
class	Synergistia	649775	30	959	4	221	4.3394	0.0000
class	Chlorobia	191410	26	880	10	68	12.9412	0.0000
class	Verrucomicrobiae	203494	17	734	14	266	2.7594	0.0000
class	Deferribacteres	68337	5	170	0	66	2.5758	0.0000
order	Bacteroidales	171549	5148819	370631902	3566363	14380655	25.7729	0.3867
order	Actinomycetales	2037	1926950	127015967	1822524	5774136	21.9974	0.1447
order	Veillonellales	1843489	1827739	122362358	1468776	3563610	34.3366	0.1373
order	Lactobacillales	186826	1406251	83093846	1021699	5014995	16.5691	0.1056
order	Micrococcales	85006	1041941	68455340	552314	8850610	7.7345	0.0783
order	Clostridiales	186802	1015440	67658639	1101400	7160175	9.4493	0.0763
order	Campylobacterales	213849	291626	17683892	345032	1883370	9.3895	0.0219
order	Fusobacteriales	203491	289905	16029210	256765	1422153	11.2711	0.0218
order	Erysipelotrichales	526525	141320	10356326	338882	1434773	7.2181	0.0106
order	Coriobacteriales	84999	126974	7443214	119425	463714	16.0513	0.0095
order	Bacillales	1385	43078	2689477	27485	1008643	2.6664	0.0032
order	Selenomonadales	909929	27122	1643688	30271	672321	2.4448	0.0020
order	Pasteurellales	135625	11683	652375	9192	334118	1.9525	0.0009
order	Bifidobacteriales	85004	3366	221698	4995	52268	4.2416	0.0003
order	Spirochaetales	136	2333	134714	3179	88490	1.5224	0.0002
order	Neisseriales	206351	2169	133068	2036	69552	1.9132	0.0002
order	Tissierellales	1737405	2022	105514	1199	35234	2.9947	0.0002
order	Corynebacteriales	85007	1685	104095	976	84976	1.2250	0.0001
order	Pseudomonadales	72274	962	57949	1079	49970	1.1597	0.0001
order	Flavobacteriales	200644	899	55030	738	48047	1.1453	0.0001
order	Propionibacteriales	85009	378	19676	361	8187	2.4033	0.0000
order	Eggerthellales	1643822	365	21291	539	10008	2.1274	0.0000
order	Burkholderiales	80840	270	12437	98	7926	1.5691	0.0000
order	Enterobacteriales	91347	146	7778	170	6656	1.1686	0.0000
order	Mycoplasmatales	2085	129	6820	157	3069	2.2222	0.0000
order	Cytophagales	768507	128	3942	0	491	8.0285	0.0000
order	Vibrionales	135623	109	3358	5	469	7.1599	0.0000
order	Thiotrichales	72273	100	3152	0	394	8.0000	0.0000
order	Chlamydiales	51291	97	6372	162	859	7.4179	0.0000
order	Alteromonadales	135622	83	2727	8	635	4.2945	0.0000
order	Chroococcales	1118	75	2316	0	216	10.7222	0.0000
order	Sphingobacteriales	200666	66	2146	7	532	4.0338	0.0000
order	Rhizobiales	356	66	2328	34	308	7.5584	0.0000
order	Acidaminococcales	1843488	63	2397	45	271	8.8450	0.0000
order	Desulfurellales	213113	58	1949	0	63	30.9365	0.0000
order	Entomoplasmatales	186328	52	1608	0	150	10.7200	0.0000
order	Halanaerobiales	53433	42	1302	0	119	10.9412	0.0000
order	Dehalococcoidales	1202465	42	2576	61	342	7.5322	0.0000
order	Synergistales	649776	30	959	4	221	4.3394	0.0000
order	Streptomycetales	85011	29	886	1	103	8.6019	0.0000
order	Rhodobacterales	204455	28	1220	24	389	3.1362	0.0000
order	Chlorobiales	191411	26	880	10	68	12.9412	0.0000
order	Cardiobacteriales	135615	25	1574	25	1549	1.0161	0.0000
order	Thermoanaerobacterales	68295	24	743	0	303	2.4521	0.0000
order	Desulfobacterales	213118	20	649	3	244	2.6598	0.0000
order	Verrucomicrobiales	48461	17	734	14	266	2.7594	0.0000
order	Rhodospirillales	204441	15	525	10	67	7.8358	0.0000
order	Acholeplasmatales	186329	14	437	0	121	3.6116	0.0000
order	Legionellales	118969	12	406	0	187	2.1711	0.0000
order	Rickettsiales	766	10	360	0	138	2.6087	0.0000
order	Oceanospirillales	135619	9	283	0	124	2.2823	0.0000
order	Xanthomonadales	135614	9	413	2	317	1.3028	0.0000
order	Sphingomonadales	204457	8	250	0	97	2.5773	0.0000
order	Cellvibrionales	1706369	7	217	0	60	3.6167	0.0000
order	Micromonosporales	85008	7	219	0	62	3.5323	0.0000
order	Nostocales	1161	7	214	0	88	2.4318	0.0000
order	Methylococcales	135618	7	225	0	125	1.8000	0.0000
order	Oscillatoriales	1150	6	187	0	90	2.0778	0.0000
order	Orbales	1240482	5	186	2	82	2.2683	0.0000
order	Deferribacterales	191393	5	170	0	66	2.5758	0.0000
order	Desulfovibrionales	213115	5	150	0	87	1.7241	0.0000
order	Chromatiales	135613	4	139	1	106	1.3113	0.0000
order	Aeromonadales	135624	4	199	6	163	1.2209	0.0000
family	Prevotellaceae	171552	5146983	370529186	3564561	14332649	25.8521	0.3877
family	Actinomycetaceae	2049	1926950	127015967	1822524	5774136	21.9974	0.1452
family	Veillonellaceae	31977	1827739	122362358	1468776	3563610	34.3366	0.1377
family	Streptococcaceae	1300	1355192	80073742	977850	4545381	17.6165	0.1021
family	Lachnospiraceae	186803	920535	61017171	1006474	5670885	10.7597	0.0693
family	Micrococcaceae	1268	879816	59055824	399681	8494934	6.9519	0.0663
family	Campylobacteraceae	72294	291532	17680858	345014	1882721	9.3911	0.0220
family	Leptotrichiaceae	1129771	227208	12700274	218263	773205	16.4255	0.0171
family	Erysipelotrichaceae	128827	141320	10356326	338882	1434773	7.2181	0.0106
family	Sanguibacteraceae	145360	132653	7608910	117439	249196	30.5338	0.0100
family	Atopobiaceae	1643824	126751	7432068	119146	462960	16.0534	0.0095
family	Clostridiales Family XIII. Incertae Sedis	543314	82676	5877851	81580	1241636	4.7340	0.0062
family	Fusobacteriaceae	203492	62697	3328936	38502	648948	5.1297	0.0047
family	Carnobacteriaceae	186828	49091	2902929	42222	406315	7.1445	0.0037
family	Selenomonadaceae	1843491	27082	1642436	30270	672070	2.4438	0.0020
family	Promicromonosporaceae	85017	21304	1289826	24115	85960	15.0050	0.0016
family	Pasteurellaceae	712	11683	652375	9192	334118	1.9525	0.0009
family	Dermacoccaceae	145357	7097	437698	9512	15861	27.5959	0.0005
family	Peptostreptococcaceae	186804	3779	239743	5606	136553	1.7557	0.0003
family	Ruminococcaceae	541000	3481	243763	2959	8940	27.2666	0.0003
family	Bifidobacteriaceae	31953	3366	221698	4995	52268	4.2416	0.0003
family	Clostridiaceae	31979	2412	122058	2401	16971	7.1922	0.0002
family	Spirochaetaceae	137	2333	134714	3179	88490	1.5224	0.0002
family	Listeriaceae	186820	2215	153850	747	137606	1.1180	0.0002
family	Neisseriaceae	481	2169	133068	2036	69552	1.9132	0.0002
family	Peptoniphilaceae	1570339	2022	105514	1199	35234	2.9947	0.0002
family	Eubacteriaceae	186806	1876	124285	1617	81033	1.5338	0.0001
family	Corynebacteriaceae	1653	1555	99988	973	84595	1.1820	0.0001
family	Porphyromonadaceae	171551	1328	75591	1278	41784	1.8091	0.0001
family	Lactobacillaceae	33958	1146	68609	1153	24667	2.7814	0.0001
family	Cellulomonadaceae	85016	941	58525	1528	3287	17.8050	0.0001
