LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	8922236	645864359	9172437	87668832	7.3671	1.0000
phylum	Actinobacteria	201174	4748346	349273794	4624930	25654269	13.6146	0.5322
phylum	Bacteroidetes	976	2391259	178339796	2736238	29647699	6.0153	0.2680
phylum	Proteobacteria	1224	735375	49269830	901298	10507720	4.6889	0.0824
phylum	Firmicutes	1239	455028	30371581	326610	13005866	2.3352	0.0510
phylum	Fusobacteria	32066	364136	21320725	220163	2781413	7.6654	0.0408
phylum	Spirochaetes	203691	208386	15924373	318866	5909475	2.6947	0.0234
phylum	Candidatus Saccharibacteria	95818	18682	1314108	43906	131297	10.0087	0.0021
phylum	Tenericutes	544448	555	31932	139	25532	1.2507	0.0001
phylum	Synergistetes	508458	123	5646	146	2105	2.6822	0.0000
phylum	Cyanobacteria	1117	62	1940	3	746	2.6005	0.0000
phylum	Chlorobi	1090	31	1428	38	273	5.2308	0.0000
phylum	Planctomycetes	203682	26	860	5	128	6.7188	0.0000
phylum	Verrucomicrobia	74201	24	1148	47	199	5.7688	0.0000
phylum	Acidobacteria	57723	24	747	2	255	2.9294	0.0000
phylum	Deinococcus-Thermus	1297	12	368	0	150	2.4533	0.0000
phylum	Nitrospirae	40117	12	362	0	60	6.0333	0.0000
phylum	Chloroflexi	200795	6	182	0	118	1.5424	0.0000
phylum	Thermotogae	200918	6	200	1	132	1.5152	0.0000
phylum	Chrysiogenetes	200938	3	94	0	61	1.5410	0.0000
class	Actinobacteria	1760	4733791	348188574	4606101	24846883	14.0134	0.5497
class	Flavobacteriia	117743	1119244	79878834	1324293	7545786	10.5859	0.1300
class	Bacteroidia	200643	980462	75020966	1049563	20598962	3.6420	0.1138
class	Fusobacteriia	203490	364136	21320725	220163	2781413	7.6654	0.0423
class	Betaproteobacteria	28216	292175	19540744	253604	4444718	4.3964	0.0339
class	Epsilonproteobacteria	29547	229285	15894152	371478	3747795	4.2409	0.0266
class	Gammaproteobacteria	1236	212899	13776298	275390	2303374	5.9809	0.0247
class	Spirochaetia	203692	208386	15924373	318866	5909475	2.6947	0.0242
class	Negativicutes	909932	189964	12861028	125409	5466124	2.3529	0.0221
class	Clostridia	186801	149572	10345137	103794	4815553	2.1483	0.0174
class	Bacilli	91061	112904	6979552	95909	2572974	2.7126	0.0131
class	Coriobacteriia	84998	14547	1084980	18829	807328	1.3439	0.0017
class	Erysipelotrichia	526524	1905	147751	1148	126894	1.1644	0.0002
class	Alphaproteobacteria	28211	835	51874	737	10242	5.0648	0.0001
