LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	1626444	122850738	2266247	36514900	3.3644	1.0000
phylum	Bacteroidetes	976	641262	51468135	886982	13177068	3.9059	0.3943
phylum	Actinobacteria	201174	447183	31678892	587131	9504762	3.3329	0.2750
phylum	Spirochaetes	203691	295712	22684651	470704	7337257	3.0917	0.1818
phylum	Proteobacteria	1224	126716	8722315	177546	3016769	2.8913	0.0779
phylum	Firmicutes	1239	88448	6577679	104724	2988190	2.2012	0.0544
phylum	Fusobacteria	32066	16287	932416	12545	355732	2.6211	0.0100
phylum	Candidatus Saccharibacteria	95818	10050	743699	26154	114801	6.4782	0.0062
phylum	Tenericutes	544448	610	35328	310	17316	2.0402	0.0004
phylum	Synergistetes	508458	45	1962	53	957	2.0502	0.0000
phylum	Chlorobi	1090	39	1625	43	192	8.4635	0.0000
phylum	Verrucomicrobia	74201	10	428	15	218	1.9633	0.0000
phylum	Chloroflexi	200795	8	275	0	63	4.3651	0.0000
phylum	Deinococcus-Thermus	1297	7	215	0	92	2.3370	0.0000
phylum	Cyanobacteria	1117	6	181	0	175	1.0343	0.0000
phylum	Acidobacteria	57723	5	155	0	120	1.2917	0.0000
class	Bacteroidia	200643	500574	40421520	656700	11047036	3.6590	0.3308
class	Actinobacteria	1760	442139	31291521	581905	9258631	3.3797	0.2922
class	Spirochaetia	203692	295712	22684651	470704	7337257	3.0917	0.1954
class	Epsilonproteobacteria	29547	70173	4949378	112274	1412495	3.5040	0.0464
class	Clostridia	186801	53833	4199131	65845	1880016	2.2336	0.0356
class	Flavobacteriia	117743	37349	2509608	47555	822466	3.0513	0.0247
class	Betaproteobacteria	28216	30332	2045054	36222	901584	2.2683	0.0200
class	Negativicutes	909932	27010	1928067	32425	894129	2.1564	0.0178
class	Gammaproteobacteria	1236	26004	1715527	28809	697688	2.4589	0.0172
class	Fusobacteriia	203490	16287	932416	12545	355732	2.6211	0.0108
class	Bacilli	91061	7025	404965	5926	188747	2.1455	0.0046
class	Coriobacteriia	84998	5044	387371	5226	246131	1.5738	0.0033
class	Mollicutes	31969	610	35328	310	17316	2.0402	0.0004
class	Erysipelotrichia	526524	547	43867	485	24289	1.8060	0.0004
class	Alphaproteobacteria	28211	154	9750	180	3943	2.4727	0.0001
class	Cytophagia	768503	122	4032	33	574	7.0244	0.0001
class	Sphingobacteriia	117747	73	3843	12	1782	2.1566	0.0000
class	Deltaproteobacteria	28221	53	2606	61	1059	2.4608	0.0000
class	Synergistia	649775	45	1962	53	957	2.0502	0.0000
class	Chlorobia	191410	39	1625	43	192	8.4635	0.0000
class	Tissierellia	1737404	33	1649	43	1009	1.6343	0.0000
class	Deinococci	188787	7	215	0	92	2.3370	0.0000
class	Verrucomicrobiae	203494	6	182	0	118	1.5424	0.0000
class	Acidobacteriia	204432	4	125	0	91	1.3736	0.0000
order	Bacteroidales	171549	500574	40421520	656700	11047036	3.6590	0.3308
order	Spirochaetales	136	295711	22684620	470704	7337227	3.0917	0.1954
order	Actinomycetales	2037	232103	14447036	185704	3274359	4.4122	0.1534
order	Corynebacteriales	85007	167182	13418918	334545	3959251	3.3893	0.1105
order	Campylobacterales	213849	70173	4949378	112274	1412495	3.5040	0.0464
order	Clostridiales	186802	53823	4198689	65843	1879728	2.2337	0.0356
order	Micrococcales	85006	37900	3073647	54998	1831638	1.6781	0.0250
order	Flavobacteriales	200644	37349	2509608	47555	822466	3.0513	0.0247
order	Selenomonadales	909929	17661	1212897	20789	576234	2.1049	0.0117
order	Burkholderiales	80840	17194	1208123	21813	578020	2.0901	0.0114
order	Fusobacteriales	203491	16287	932416	12545	355732	2.6211	0.0108
order	Pasteurellales	135625	15186	991435	15488	445534	2.2253	0.0100
order	Neisseriales	206351	13129	836637	14409	323438	2.5867	0.0087
order	Cardiobacteriales	135615	10380	701722	13030	243398	2.8830	0.0069
order	Veillonellales	1843489	9347	715102	11636	317829	2.2500	0.0062
order	Coriobacteriales	84999	4970	382754	5150	243315	1.5731	0.0033
order	Propionibacteriales	85009	4866	348236	6605	191501	1.8185	0.0032
order	Lactobacillales	186826	4654	285106	4749	147960	1.9269	0.0031
order	Bacillales	1385	2371	119859	1177	40787	2.9387	0.0016
order	Mycoplasmatales	2085	610	35328	310	17316	2.0402	0.0004
order	Erysipelotrichales	526525	547	43867	485	24289	1.8060	0.0004
order	Enterobacteriales	91347	139	6539	133	1441	4.5378	0.0001
order	Cytophagales	768507	122	4032	33	574	7.0244	0.0001
order	Sphingomonadales	204457	114	7798	166	2921	2.6696	0.0001
order	Alteromonadales	135622	93	5435	48	430	12.6395	0.0001
order	Pseudomonadales	72274	84	4276	53	2864	1.4930	0.0001
order	Eggerthellales	1643822	74	4617	76	2816	1.6396	0.0000
order	Sphingobacteriales	200666	73	3843	12	1782	2.1566	0.0000
order	Xanthomonadales	135614	64	4099	40	2854	1.4362	0.0000
order	Synergistales	649776	45	1962	53	957	2.0502	0.0000
order	Chlorobiales	191411	39	1625	43	192	8.4635	0.0000
order	Bifidobacteriales	85004	36	1942	40	1327	1.4635	0.0000
order	Tissierellales	1737405	33	1649	43	1009	1.6343	0.0000
order	Rhodobacterales	204455	22	903	6	361	2.5014	0.0000
order	Desulfovibrionales	213115	22	1389	29	506	2.7451	0.0000
order	Pseudonocardiales	85010	18	566	2	100	5.6600	0.0000
order	Myxococcales	29	16	495	1	122	4.0574	0.0000
order	Oceanospirillales	135619	13	545	14	337	1.6172	0.0000
order	Streptomycetales	85011	11	342	0	149	2.2953	0.0000
order	Caulobacterales	204458	10	687	3	444	1.5473	0.0000
order	Desulfobacterales	213118	9	507	30	267	1.8989	0.0000
order	Aeromonadales	135624	9	357	3	225	1.5867	0.0000
order	Legionellales	118969	8	250	0	122	2.0492	0.0000
order	Micromonosporales	85008	7	216	0	60	3.6000	0.0000
order	Thermoanaerobacterales	68295	7	212	0	88	2.4091	0.0000
order	Rhizobiales	356	7	314	4	170	1.8471	0.0000
order	Verrucomicrobiales	48461	6	182	0	118	1.5424	0.0000
order	Chromatiales	135613	6	188	0	89	2.1124	0.0000
order	Cellvibrionales	1706369	5	155	0	63	2.4603	0.0000
order	Acidobacteriales	204433	4	125	0	91	1.3736	0.0000
order	Vibrionales	135623	4	120	0	90	1.3333	0.0000
order	Thiotrichales	72273	4	124	0	91	1.3626	0.0000
order	Streptosporangiales	85012	3	116	2	76	1.5263	0.0000
order	Geodermatophilales	1643682	3	104	0	101	1.0297	0.0000
order	Syntrophobacterales	213462	3	124	1	76	1.6316	0.0000
family	Prevotellaceae	171552	460488	37130206	594839	9629489	3.8559	0.3046
family	Spirochaetaceae	137	295711	22684620	470704	7337227	3.0917	0.1956
family	Actinomycetaceae	2049	232103	14447036	185704	3274359	4.4122	0.1536
family	Corynebacteriaceae	1653	167157	13417838	334529	3958627	3.3895	0.1106
family	Campylobacteraceae	72294	70144	4948182	112261	1411996	3.5044	0.0464
family	Lachnospiraceae	186803	43952	3465139	55939	1552978	2.2313	0.0291
family	Micrococcaceae	1268	37564	3051979	54634	1821312	1.6757	0.0249
family	Flavobacteriaceae	49546	37338	2509278	47555	822379	3.0512	0.0247
family	Porphyromonadaceae	171551	37239	3098613	59126	1319107	2.3490	0.0246
family	Selenomonadaceae	1843491	17661	1212897	20789	576234	2.1049	0.0117
family	Burkholderiaceae	119060	15400	1085909	20099	509712	2.1304	0.0102
family	Pasteurellaceae	712	15186	991435	15488	445534	2.2253	0.0100
family	Neisseriaceae	481	13129	836637	14409	323438	2.5867	0.0087
family	Fusobacteriaceae	203492	12229	694895	8279	243290	2.8562	0.0081
family	Cardiobacteriaceae	868	10380	701722	13030	243398	2.8830	0.0069
family	Veillonellaceae	31977	9347	715102	11636	317829	2.2500	0.0062
family	Clostridiales Family XIII. Incertae Sedis	543314	5115	389839	5602	170396	2.2878	0.0034
family	Atopobiaceae	1643824	4936	380715	5122	242421	1.5705	0.0033
family	Propionibacteriaceae	31957	4866	348236	6605	191501	1.8185	0.0032
family	Leptotrichiaceae	1129771	4058	237521	4266	112442	2.1124	0.0027
family	Streptococcaceae	1300	3695	212369	3087	113409	1.8726	0.0024
family	Eubacteriaceae	186806	3024	231107	2612	99926	2.3128	0.0020
family	Bacteroidaceae	815	2195	148707	2234	75828	1.9611	0.0015
family	Comamonadaceae	80864	1514	102374	1376	59611	1.7174	0.0010
family	Bacillaceae	186817	1029	37694	48	1012	37.2470	0.0007
family	Peptostreptococcaceae	186804	953	60111	914	28952	2.0762	0.0006
family	Aerococcaceae	186827	841	66759	1590	31817	2.0982	0.0006
family	Rikenellaceae	171550	621	43057	501	22405	1.9218	0.0004
family	Mycoplasmataceae	2092	610	35328	310	17316	2.0402	0.0004
family	Erysipelotrichaceae	128827	547	43867	485	24289	1.8060	0.0004
family	Ruminococcaceae	541000	526	37340	522	20315	1.8381	0.0003
family	Dermacoccaceae	145357	170	12023	105	5911	2.0340	0.0001
family	Enterobacteriaceae	543	139	6539	133	1441	4.5378	0.0001
family	Oscillospiraceae	216572	125	8973	153	4670	1.9214	0.0001
family	Sutterellaceae	995019	103	7769	175	3568	2.1774	0.0001
family	Erythrobacteraceae	335929	100	7022	161	2318	3.0293	0.0001
family	Eggerthellaceae	1643826	74	4617	76	2816	1.6396	0.0000
family	Carnobacteriaceae	186828	70	4285	66	2187	1.9593	0.0000
family	Staphylococcaceae	90964	69	4361	48	2268	1.9228	0.0000
family	Pseudomonadaceae	135621	67	3639	51	2497	1.4573	0.0000
family	Clostridiaceae	31979	64	2738	29	922	2.9696	0.0000
family	Xanthomonadaceae	32033	60	3971	40	2823	1.4067	0.0000
family	Cytophagaceae	89373	59	2027	26	260	7.7962	0.0000
family	Ferrimonadaceae	267892	52	3827	48	197	19.4264	0.0000
family	Sphingobacteriaceae	84566	46	3007	12	1752	1.7163	0.0000
family	Synergistaceae	649777	45	1962	53	957	2.0502	0.0000
family	Lactobacillaceae	33958	41	1420	2	433	3.2794	0.0000
family	Sanguibacteraceae	145360	41	2513	71	1047	2.4002	0.0000
family	Chlorobiaceae	191412	39	1625	43	192	8.4635	0.0000
family	Bifidobacteriaceae	31953	36	1942	40	1327	1.4635	0.0000
family	Cyclobacteriaceae	563798	36	1184	6	129	9.1783	0.0000
family	Coriobacteriaceae	84107	34	2039	28	894	2.2808	0.0000
family	Peptoniphilaceae	1570339	33	1649	43	1009	1.6343	0.0000
family	Cellulomonadaceae	85016	33	1972	47	1113	1.7718	0.0000
family	Shewanellaceae	267890	32	1334	0	142	9.3944	0.0000
family	Helicobacteraceae	72293	29	1196	13	499	2.3968	0.0000
family	Flammeovirgaceae	200667	27	821	1	185	4.4378	0.0000
family	Promicromonosporaceae	85017	25	1320	38	731	1.8057	0.0000
family	Desulfovibrionaceae	194924	22	1389	29	506	2.7451	0.0000
family	Rhodobacteraceae	31989	22	903	6	361	2.5014	0.0000
family	Dermabacteraceae	85020	20	1136	47	241	4.7137	0.0000
family	Marinilabiliaceae	558415	20	602	0	118	5.1017	0.0000
family	Brevibacteriaceae	85019	19	1438	43	693	2.0750	0.0000
family	Pseudonocardiaceae	2070	18	566	2	100	5.6600	0.0000
family	Oxalobacteraceae	75682	17	552	1	237	2.3291	0.0000
family	Paenibacillaceae	186822	17	575	5	222	2.5901	0.0000
family	Moraxellaceae	468	17	637	2	367	1.7357	0.0000
family	Peptococcaceae	186807	16	508	0	169	3.0059	0.0000
family	Mycobacteriaceae	1762	15	628	6	246	2.5528	0.0000
family	Sphingomonadaceae	41297	14	776	5	603	1.2869	0.0000
family	Microbacteriaceae	85023	12	508	6	294	1.7279	0.0000
family	Streptomycetaceae	2062	11	342	0	149	2.2953	0.0000
family	Intrasporangiaceae	85021	10	576	7	178	3.2360	0.0000
family	Caulobacteraceae	76892	10	687	3	444	1.5473	0.0000
family	Desulfobacteraceae	213119	9	507	30	267	1.8989	0.0000
family	Nocardiaceae	85025	8	388	10	347	1.1182	0.0000
family	Alcaligenaceae	506	8	305	4	267	1.1423	0.0000
family	Legionellaceae	444	8	250	0	122	2.0492	0.0000
family	Micromonosporaceae	28056	7	216	0	60	3.6000	0.0000
family	Succinivibrionaceae	83763	6	210	2	102	2.0588	0.0000
family	Polyangiaceae	49	6	185	1	92	2.0109	0.0000
family	Enterococcaceae	81852	6	243	4	85	2.8588	0.0000
family	Cellvibrionaceae	1706371	5	155	0	63	2.4603	0.0000
family	Vibrionaceae	641	4	120	0	90	1.3333	0.0000
family	Hahellaceae	224379	4	269	14	70	3.8429	0.0000
family	Acidobacteriaceae	204434	4	125	0	91	1.3736	0.0000
family	Rhizobiaceae	82115	4	189	0	94	2.0106	0.0000
family	Akkermansiaceae	1647988	4	122	0	89	1.3708	0.0000
family	Aeromonadaceae	84642	3	147	1	123	1.1951	0.0000
family	Alcanivoracaceae	224372	3	94	0	91	1.0330	0.0000
family	Alicyclobacillaceae	186823	3	92	0	60	1.5333	0.0000
family	Oceanospirillaceae	135620	3	90	0	87	1.0345	0.0000
family	Geodermatophilaceae	85030	3	104	0	101	1.0297	0.0000
family	Halomonadaceae	28256	3	92	0	89	1.0337	0.0000
genus	Treponema	157	295708	22684525	470704	7337135	3.0917	0.1967
genus	Prevotella	838	283973	22438338	299346	7487792	2.9967	0.1888
