LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	742402	51954329	184547	5054924	10.2780	1.0000
phylum	Firmicutes	1239	739002	51699015	181792	4826606	10.7113	0.9955
phylum	Bacteroidetes	976	1710	131165	1981	116518	1.1257	0.0023
phylum	Actinobacteria	201174	1140	92124	556	84689	1.0878	0.0015
phylum	Proteobacteria	1224	379	23353	213	20077	1.1632	0.0005
phylum	Tenericutes	544448	136	7488	5	6883	1.0879	0.0002
class	Bacilli	91061	738014	51630116	181093	4764804	10.8357	0.9941
class	Bacteroidia	200643	1698	130451	1977	115946	1.1251	0.0023
class	Actinobacteria	1760	1114	89966	531	82738	1.0874	0.0015
class	Tissierellia	1737404	809	55945	586	50413	1.1097	0.0011
class	Epsilonproteobacteria	29547	271	17187	161	15335	1.1208	0.0004
class	Mollicutes	31969	136	7488	5	6883	1.0879	0.0002
class	Clostridia	186801	90	6126	34	5291	1.1578	0.0001
class	Gammaproteobacteria	1236	76	4474	42	3467	1.2905	0.0001
class	Negativicutes	909932	71	5575	53	4970	1.1217	0.0001
class	Coriobacteriia	84998	26	2158	25	1951	1.1061	0.0000
class	Erysipelotrichia	526524	18	1253	26	1128	1.1108	0.0000
class	Betaproteobacteria	28216	17	1013	7	785	1.2904	0.0000
class	Alphaproteobacteria	28211	15	679	3	490	1.3857	0.0000
class	Flavobacteriia	117743	12	714	4	572	1.2483	0.0000
order	Lactobacillales	186826	738009	51629815	181093	4764563	10.8362	0.9941
order	Bacteroidales	171549	1698	130451	1977	115946	1.1251	0.0023
order	Bifidobacteriales	85004	988	81006	446	74597	1.0859	0.0013
order	Tissierellales	1737405	802	55305	565	49825	1.1100	0.0011
order	Campylobacterales	213849	271	17187	161	15335	1.1208	0.0004
order	Mycoplasmatales	2085	136	7488	5	6883	1.0879	0.0002
order	Clostridiales	186802	90	6126	34	5291	1.1578	0.0001
order	Veillonellales	1843489	71	5575	53	4970	1.1217	0.0001
order	Pseudomonadales	72274	67	3955	38	3065	1.2904	0.0001
order	Actinomycetales	2037	54	4284	31	3860	1.1098	0.0001
order	Corynebacteriales	85007	51	3294	47	2932	1.1235	0.0001
order	Coriobacteriales	84999	26	2158	25	1951	1.1061	0.0000
order	Erysipelotrichales	526525	18	1253	26	1128	1.1108	0.0000
order	Micrococcales	85006	14	959	7	933	1.0279	0.0000
order	Rhizobiales	356	14	641	3	453	1.4150	0.0000
order	Burkholderiales	80840	13	812	5	622	1.3055	0.0000
order	Flavobacteriales	200644	12	714	4	572	1.2483	0.0000
order	Propionibacteriales	85009	7	423	0	416	1.0168	0.0000
order	Enterobacteriales	91347	5	287	0	246	1.1667	0.0000
order	Bacillales	1385	5	301	0	241	1.2490	0.0000
order	Neisseriales	206351	4	201	2	163	1.2331	0.0000
family	Lactobacillaceae	33958	737986	51628432	181090	4763563	10.8382	0.9942
family	Prevotellaceae	171552	1496	115939	1869	103612	1.1190	0.0020
family	Bifidobacteriaceae	31953	988	81006	446	74597	1.0859	0.0013
family	Peptoniphilaceae	1570339	802	55305	565	49825	1.1100	0.0011
family	Campylobacteraceae	72294	271	17187	161	15335	1.1208	0.0004
family	Mycoplasmataceae	2092	136	7488	5	6883	1.0879	0.0002
family	Porphyromonadaceae	171551	112	7929	65	6704	1.1827	0.0002
family	Bacteroidaceae	815	79	5710	42	4938	1.1563	0.0001
family	Veillonellaceae	31977	71	5575	53	4970	1.1217	0.0001
family	Moraxellaceae	468	63	3628	37	2796	1.2976	0.0001
family	Actinomycetaceae	2049	54	4284	31	3860	1.1098	0.0001
family	Peptostreptococcaceae	186804	40	2915	7	2644	1.1025	0.0001
family	Corynebacteriaceae	1653	27	1915	26	1753	1.0924	0.0000
family	Atopobiaceae	1643824	25	2064	21	1858	1.1109	0.0000
family	Erysipelotrichaceae	128827	18	1253	26	1128	1.1108	0.0000
family	Lachnospiraceae	186803	17	1146	0	943	1.2153	0.0000
family	Bradyrhizobiaceae	41294	14	641	3	453	1.4150	0.0000
family	Micrococcaceae	1268	13	895	6	870	1.0287	0.0000
family	Streptococcaceae	1300	12	685	1	575	1.1913	0.0000
family	Flavobacteriaceae	49546	12	714	4	572	1.2483	0.0000
family	Rikenellaceae	171550	11	873	1	692	1.2616	0.0000
family	Mycobacteriaceae	1762	11	468	2	317	1.4763	0.0000
family	Aerococcaceae	186827	10	627	0	355	1.7662	0.0000
