LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	73209	5480518	78208	1368335	4.0052	1.0000
phylum	Firmicutes	1239	69658	5265864	76252	1218769	4.3206	0.9515
phylum	Actinobacteria	201174	3220	192607	1616	132609	1.4524	0.0440
phylum	Bacteroidetes	976	144	10132	162	7012	1.4450	0.0020
phylum	Proteobacteria	1224	140	8944	110	7600	1.1768	0.0019
phylum	Cyanobacteria	1117	28	1963	48	1557	1.2608	0.0004
phylum	Verrucomicrobia	74201	7	398	3	391	1.0179	0.0001
phylum	Spirochaetes	203691	7	263	2	103	2.5534	0.0001
phylum	Fusobacteria	32066	5	347	15	294	1.1803	0.0001
class	Bacilli	91061	69279	5242673	76072	1199983	4.3690	0.9468
class	Actinobacteria	1760	3217	192431	1613	132490	1.4524	0.0440
class	Tissierellia	1737404	322	19136	131	15634	1.2240	0.0044
class	Bacteroidia	200643	101	7456	119	4835	1.5421	0.0014
class	Gammaproteobacteria	1236	72	4265	47	3766	1.1325	0.0010
class	Betaproteobacteria	28216	52	3731	49	3050	1.2233	0.0007
class	Clostridia	186801	41	3162	42	2510	1.2598	0.0006
class	Flavobacteriia	117743	37	2236	21	1819	1.2292	0.0005
class	Negativicutes	909932	16	893	7	642	1.3910	0.0002
class	Alphaproteobacteria	28211	13	779	13	670	1.1627	0.0002
class	Verrucomicrobiae	203494	7	398	3	391	1.0179	0.0001
class	Spirochaetia	203692	7	263	2	103	2.5534	0.0001
class	Fusobacteriia	203490	5	347	15	294	1.1803	0.0001
class	Coriobacteriia	84998	3	176	3	119	1.4790	0.0000
class	Epsilonproteobacteria	29547	3	169	1	114	1.4825	0.0000
order	Lactobacillales	186826	68837	5218330	75905	1179797	4.4231	0.9404
order	Corynebacteriales	85007	1982	114262	1178	66448	1.7196	0.0271
order	Propionibacteriales	85009	1134	71012	341	59561	1.1923	0.0155
order	Bacillales	1385	442	24343	167	20186	1.2059	0.0060
order	Tissierellales	1737405	322	19136	131	15634	1.2240	0.0044
order	Bacteroidales	171549	101	7456	119	4835	1.5421	0.0014
order	Micrococcales	85006	81	6097	84	5471	1.1144	0.0011
order	Pasteurellales	135625	52	3269	42	2790	1.1717	0.0007
order	Clostridiales	186802	41	3162	42	2510	1.2598	0.0006
order	Flavobacteriales	200644	37	2236	21	1819	1.2292	0.0005
order	Burkholderiales	80840	32	2258	28	1842	1.2258	0.0004
order	Nostocales	1161	25	1818	46	1415	1.2848	0.0003
order	Neisseriales	206351	19	1424	20	1160	1.2276	0.0003
order	Actinomycetales	2037	17	867	10	820	1.0573	0.0002
