LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	1857863	129537891	371185	6210271	20.8587	1.0000
phylum	Firmicutes	1239	1847496	128904179	366730	5784953	22.2827	0.9944
phylum	Proteobacteria	1224	4894	324043	2339	195683	1.6560	0.0026
phylum	Actinobacteria	201174	3378	194298	1930	140117	1.3867	0.0018
phylum	Tenericutes	544448	2061	113296	165	87867	1.2894	0.0011
phylum	Bacteroidetes	976	28	1879	21	1584	1.1862	0.0000
class	Bacilli	91061	1847219	128884607	366309	5766827	22.3493	0.9943
class	Gammaproteobacteria	1236	4171	277218	1749	154625	1.7928	0.0022
class	Actinobacteria	1760	3378	194298	1930	140117	1.3867	0.0018
class	Mollicutes	31969	2061	113296	165	87867	1.2894	0.0011
class	Alphaproteobacteria	28211	565	36659	478	33177	1.1050	0.0003
class	Tissierellia	1737404	261	18476	414	17213	1.0734	0.0001
class	Betaproteobacteria	28216	155	9984	107	7756	1.2873	0.0001
class	Bacteroidia	200643	26	1729	13	1509	1.1458	0.0000
class	Clostridia	186801	8	363	1	286	1.2692	0.0000
class	Negativicutes	909932	6	539	4	435	1.2391	0.0000
order	Lactobacillales	186826	1847201	128883616	366299	5765938	22.3526	0.9943
order	Pseudomonadales	72274	4091	272142	1700	150107	1.8130	0.0022
order	Corynebacteriales	85007	3331	191165	1909	137261	1.3927	0.0018
order	Mycoplasmatales	2085	2061	113296	165	87867	1.2894	0.0011
order	Sphingomonadales	204457	536	34910	454	31614	1.1043	0.0003
order	Tissierellales	1737405	261	18476	414	17213	1.0734	0.0001
order	Burkholderiales	80840	154	9954	107	7727	1.2882	0.0001
order	Xanthomonadales	135614	66	4115	24	4049	1.0163	0.0000
order	Bacteroidales	171549	26	1729	13	1509	1.1458	0.0000
order	Bacillales	1385	18	991	10	889	1.1147	0.0000
order	Actinomycetales	2037	16	1136	5	1078	1.0538	0.0000
order	Micrococcales	85006	15	986	12	942	1.0467	0.0000
order	Propionibacteriales	85009	14	817	3	718	1.1379	0.0000
order	Rhizobiales	356	13	599	3	503	1.1909	0.0000
order	Clostridiales	186802	8	363	1	286	1.2692	0.0000
order	Pasteurellales	135625	6	403	3	280	1.4393	0.0000
order	Veillonellales	1843489	6	539	4	435	1.2391	0.0000
order	Rhodobacterales	204455	4	255	11	251	1.0159	0.0000
family	Lactobacillaceae	33958	1847182	128882445	366291	5765034	22.3559	0.9943
family	Pseudomonadaceae	135621	4088	271988	1699	149995	1.8133	0.0022
family	Mycobacteriaceae	1762	3104	177261	1833	125781	1.4093	0.0017
family	Mycoplasmataceae	2092	2061	113296	165	87867	1.2894	0.0011
family	Sphingomonadaceae	41297	535	34857	452	31562	1.1044	0.0003
family	Peptoniphilaceae	1570339	261	18476	414	17213	1.0734	0.0001
family	Nocardiaceae	85025	136	7962	14	5697	1.3976	0.0001
family	Corynebacteriaceae	1653	77	5028	45	4883	1.0297	0.0000
family	Xanthomonadaceae	32033	66	4115	24	4049	1.0163	0.0000
family	Burkholderiaceae	119060	57	3508	80	3327	1.0544	0.0000
family	Comamonadaceae	80864	36	2217	3	893	2.4826	0.0000
family	Oxalobacteraceae	75682	32	1998	23	1697	1.1774	0.0000
family	Alcaligenaceae	506	29	2231	1	1810	1.2326	0.0000
family	Prevotellaceae	171552	20	1347	11	1133	1.1889	0.0000
family	Actinomycetaceae	2049	16	1136	5	1078	1.0538	0.0000
family	Propionibacteriaceae	31957	14	817	3	718	1.1379	0.0000
family	Streptococcaceae	1300	12	763	5	596	1.2802	0.0000
family	Micrococcaceae	1268	11	832	11	821	1.0134	0.0000
family	Methylobacteriaceae	119045	9	468	3	406	1.1527	0.0000
family	Veillonellaceae	31977	6	539	4	435	1.2391	0.0000
family	Pasteurellaceae	712	6	403	3	280	1.4393	0.0000
family	Staphylococcaceae	90964	5	316	3	311	1.0161	0.0000
family	Carnobacteriaceae	186828	4	315	3	218	1.4450	0.0000
family	Rhodobacteraceae	31989	4	255	11	251	1.0159	0.0000
family	Moraxellaceae	468	3	154	1	112	1.3750	0.0000
family	Bradyrhizobiaceae	41294	3	96	0	63	1.5238	0.0000
family	Ruminococcaceae	541000	3	134	0	99	1.3535	0.0000
genus	Lactobacillus	1578	1847182	128882445	366291	5765034	22.3559	0.9943
genus	Pseudomonas	286	4088	271988	1699	149995	1.8133	0.0022
genus	Mycobacterium	1763	3104	177261	1833	125781	1.4093	0.0017
genus	Ureaplasma	2129	2061	113296	165	87867	1.2894	0.0011
genus	Sphingobium	165695	233	15993	154	14996	1.0665	0.0001
genus	Sphingopyxis	165697	232	13951	248	11989	1.1637	0.0001
genus	Finegoldia	150022	221	16138	356	15172	1.0637	0.0001
genus	Nocardia	1817	135	7932	14	5668	1.3994	0.0001
genus	Corynebacterium	1716	77	5028	45	4883	1.0297	0.0000
genus	Stenotrophomonas	40323	66	4115	24	4049	1.0163	0.0000
genus	Sphingomonas	13687	61	4334	39	4062	1.0670	0.0000
genus	Anaerococcus	165779	38	2155	49	1860	1.1586	0.0000
genus	Cupriavidus	106589	35	2051	62	1986	1.0327	0.0000
genus	Herbaspirillum	963	32	1998	23	1697	1.1774	0.0000
genus	Comamonas	283	29	1964	3	791	2.4829	0.0000
genus	Achromobacter	222	27	2133	1	1762	1.2106	0.0000
