LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	REL_ABUNDANCE
superkingdom	Bacteria	2	1320	85026	1051	70468	1.2066	1.0000
phylum	Firmicutes	1239	481	29959	221	24102	1.2430	0.3652
phylum	Actinobacteria	201174	475	29474	433	24798	1.1886	0.3607
phylum	Proteobacteria	1224	245	17058	270	14431	1.1820	0.1860
phylum	Bacteroidetes	976	106	7823	114	6596	1.1860	0.0805
phylum	Fusobacteria	32066	5	251	2	208	1.2067	0.0038
phylum	Spirochaetes	203691	5	274	6	149	1.8389	0.0038
class	Actinobacteria	1760	473	29371	431	24697	1.1893	0.3611
class	Tissierellia	1737404	305	18734	119	15008	1.2483	0.2328
class	Gammaproteobacteria	1236	207	14782	226	12681	1.1657	0.1580
class	Bacilli	91061	131	7902	76	6400	1.2347	0.1000
class	Bacteroidia	200643	97	7183	108	6077	1.1820	0.0740
class	Clostridia	186801	35	2617	20	2123	1.2327	0.0267
class	Betaproteobacteria	28216	20	1159	24	802	1.4451	0.0153
class	Epsilonproteobacteria	29547	10	733	17	601	1.2196	0.0076
class	Alphaproteobacteria	28211	8	384	3	347	1.1066	0.0061
class	Negativicutes	909932	8	529	4	396	1.3359	0.0061
class	Sphingobacteriia	117747	6	483	5	365	1.3233	0.0046
class	Fusobacteriia	203490	5	251	2	208	1.2067	0.0038
class	Spirochaetia	203692	5	274	6	149	1.8389	0.0038
order	Tissierellales	1737405	305	18734	119	15008	1.2483	0.2352
order	Corynebacteriales	85007	236	13207	270	10561	1.2505	0.1820
order	Propionibacteriales	85009	111	7175	56	6193	1.1586	0.0856
order	Pasteurellales	135625	99	6897	92	5867	1.1756	0.0763
order	Bacteroidales	171549	97	7183	108	6077	1.1820	0.0748
order	Pseudomonadales	72274	89	6553	108	5902	1.1103	0.0686
order	Bacillales	1385	80	4893	51	3865	1.2660	0.0617
